Conversion table of Accession No/ FLJ ID/ Clone ID/ Sequence ID/ Another Sequence ID
(Data by Extracting System of Accurate ORFs)

Accesion No	FLJ ID	Clone ID	Sequence ID	Another Sequence ID
AK054881	FLJ30319	BRACE2005099	C-BRACE2005099	
AK122981	FLJ16735	BRACE2005457	C-BRACE2005457	
AK054882	FLJ30320	BRACE2006167	C-BRACE2006167	
AK054883	FLJ30321	BRACE2006281	C-BRACE2006281	
AK054884	FLJ30322	BRACE2006703	C-BRACE2006703	
AK054885	FLJ30323	BRACE2007109	C-BRACE2007109	
AK054886	FLJ30324	BRACE2007138	C-BRACE2007138	
AK054887	FLJ30325	BRACE2007153	C-BRACE2007153	
AK054888	FLJ30326	BRACE2007174	C-BRACE2007174	
AK054889	FLJ30327	BRACE2007191	C-BRACE2007191	
AK054890	FLJ30328	BRACE2007197	C-BRACE2007197	
AK054891	FLJ30329	BRACE2007201	C-BRACE2007201	
AK054892	FLJ30330	BRACE2007203	C-BRACE2007203	
AK054893	FLJ30331	BRACE2007232	C-BRACE2007232	
AK054894	FLJ30332	BRACE2007254	C-BRACE2007254	
AK054895	FLJ30333	BRACE2007262	C-BRACE2007262	
AK054896	FLJ30334	BRACE2007274	C-BRACE2007274	
AK054897	FLJ30335	BRACE2007281	C-BRACE2007281	
AK054898	FLJ30336	BRACE2007358	C-BRACE2007358	
AK054899	FLJ30337	BRACE2007396	C-BRACE2007396	
AK054900	FLJ30338	BRACE2007398	C-BRACE2007398	
AK054901	FLJ30339	BRACE2007401	C-BRACE2007401	
AK054902	FLJ30340	BRACE2007411	C-BRACE2007411	
AK054903	FLJ30341	BRACE2007447	C-BRACE2007447	
AK054904	FLJ30342	BRACE2007477	C-BRACE2007477	
AK054905	FLJ30343	BRACE2007502	C-BRACE2007502	
AK054906	FLJ30344	BRACE2007503	C-BRACE2007503	
AK054907	FLJ30345	BRACE2007522	C-BRACE2007522	
AK054908	FLJ30346	BRACE2007527	C-BRACE2007527	
AK054909	FLJ30347	BRACE2007538	C-BRACE2007538	
AK054910	FLJ30348	BRACE2007563	C-BRACE2007563	
AK122983	FLJ16737	BRACE2007567	C-BRACE2007567	
AK054911	FLJ30349	BRACE2007577	C-BRACE2007577	
AK054912	FLJ30350	BRACE2007621	C-BRACE2007621	
AK122984	FLJ16738	BRACE2007640	C-BRACE2007640	
AK054913	FLJ30351	BRACE2007641	C-BRACE2007641	
AK054914	FLJ30352	BRACE2007646	C-BRACE2007646	
AK054915	FLJ30353	BRACE2007663	C-BRACE2007663	
AK054916	FLJ30354	BRACE2007682	C-BRACE2007682	
AK054917	FLJ30355	BRACE2007685	C-BRACE2007685	
AK054918	FLJ30356	BRACE2007708	C-BRACE2007708	
AK054919	FLJ30357	BRACE2007727	C-BRACE2007727	
AK054920	FLJ30358	BRACE2007749	C-BRACE2007749	
AK054921	FLJ30359	BRACE2007760	C-BRACE2007760	
AK054922	FLJ30360	BRACE2007761	C-BRACE2007761	
AK054923	FLJ30361	BRACE2007764	C-BRACE2007764	
AK054924	FLJ30362	BRACE2007767	C-BRACE2007767	
AK054925	FLJ30363	BRACE2007768	C-BRACE2007768	
AK054926	FLJ30364	BRACE2007769	C-BRACE2007769	
AK054927	FLJ30365	BRACE2007784	C-BRACE2007784	
AK054928	FLJ30366	BRACE2007786	C-BRACE2007786	
AK054929	FLJ30367	BRACE2007798	C-BRACE2007798	
AK054930	FLJ30368	BRACE2007799	C-BRACE2007799	
AK054931	FLJ30369	BRACE2007801	C-BRACE2007801	
AK054932	FLJ30370	BRACE2007832	C-BRACE2007832	
AK054933	FLJ30371	BRACE2007836	C-BRACE2007836	
AK054934	FLJ30372	BRACE2007868	C-BRACE2007868	
AK054935	FLJ30373	BRACE2007882	C-BRACE2007882	
AK054936	FLJ30374	BRACE2007888	C-BRACE2007888	
AK054937	FLJ30375	BRACE2007902	C-BRACE2007902	
AK054938	FLJ30376	BRACE2007944	C-BRACE2007944	
AK054939	FLJ30377	BRACE2007952	C-BRACE2007952	
AK054940	FLJ30378	BRACE2007953	C-BRACE2007953	
AK054941	FLJ30379	BRACE2008008	C-BRACE2008008	
AK054942	FLJ30380	BRACE2008015	C-BRACE2008015	
AK054943	FLJ30381	BRACE2008021	C-BRACE2008021	
AK054944	FLJ30382	BRACE2008097	C-BRACE2008097	
AK054945	FLJ30383	BRACE2008102	C-BRACE2008102	
AK054946	FLJ30384	BRACE2008114	C-BRACE2008114	
AK054947	FLJ30385	BRACE2008144	C-BRACE2008144	
AK054948	FLJ30386	BRACE2008216	C-BRACE2008216	
AK054949	FLJ30387	BRACE2008218	C-BRACE2008218	
AK054950	FLJ30388	BRACE2008251	C-BRACE2008251	
AK054951	FLJ30389	BRACE2008276	C-BRACE2008276	
AK054952	FLJ30390	BRACE2008308	C-BRACE2008308	
AK054953	FLJ30391	BRACE2008336	C-BRACE2008336	
AK054954	FLJ30392	BRACE2008358	C-BRACE2008358	
AK054955	FLJ30393	BRACE2008361	C-BRACE2008361	
AK054956	FLJ30394	BRACE2008380	C-BRACE2008380	
AK054957	FLJ30395	BRACE2008385	C-BRACE2008385	
AK054958	FLJ30396	BRACE2008399	C-BRACE2008399	
AK054959	FLJ30397	BRACE2008401	C-BRACE2008401	
AK054960	FLJ30398	BRACE2008402	C-BRACE2008402	
AK054961	FLJ30399	BRACE2008410	C-BRACE2008410	
AK054962	FLJ30400	BRACE2008420	C-BRACE2008420	
AK054963	FLJ30401	BRACE2008443	C-BRACE2008443	
AK054964	FLJ30402	BRACE2008473	C-BRACE2008473	
AK054965	FLJ30403	BRACE2008480	C-BRACE2008480	
AK054966	FLJ30404	BRACE2008481	C-BRACE2008481	
AK054967	FLJ30405	BRACE2008488	C-BRACE2008488	
AK054968	FLJ30406	BRACE2008495	C-BRACE2008495	
AK054969	FLJ30407	BRACE2008553	C-BRACE2008553	
AK123021	FLJ41025	BRACE2008594	C-BRACE2008594	
AK054970	FLJ30408	BRACE2008604	C-BRACE2008604	
AK054971	FLJ30409	BRACE2008615	C-BRACE2008615	
AK054972	FLJ30410	BRACE2008622	C-BRACE2008622	
AK054973	FLJ30411	BRACE2008629	C-BRACE2008629	
AK054974	FLJ30412	BRACE2008653	C-BRACE2008653	
AK054975	FLJ30413	BRACE2008655	C-BRACE2008655	
AK054976	FLJ30414	BRACE2008656	C-BRACE2008656	
AK054977	FLJ30415	BRACE2008706	C-BRACE2008706	
AK054978	FLJ30416	BRACE2008708	C-BRACE2008708	
AK054979	FLJ30417	BRACE2008710	C-BRACE2008710	
AK054980	FLJ30418	BRACE2008754	C-BRACE2008754	
AK054981	FLJ30419	BRACE2008797	C-BRACE2008797	
AK054982	FLJ30420	BRACE2008847	C-BRACE2008847	
AK054983	FLJ30421	BRACE2008857	C-BRACE2008857	
AK054984	FLJ30422	BRACE2008861	C-BRACE2008861	
AK054985	FLJ30423	BRACE2008867	C-BRACE2008867	
AK054986	FLJ30424	BRACE2008881	C-BRACE2008881	
AK054987	FLJ30425	BRACE2008883	C-BRACE2008883	
AK054988	FLJ30426	BRACE2008917	C-BRACE2008917	
AK054989	FLJ30427	BRACE2008919	C-BRACE2008919	
AK054990	FLJ30428	BRACE2008941	C-BRACE2008941	
AK054991	FLJ30429	BRACE2008948	C-BRACE2008948	
AK054992	FLJ30430	BRACE2008960	C-BRACE2008960	
AK054993	FLJ30431	BRACE2008968	C-BRACE2008968	
AK054994	FLJ30432	BRACE2008999	C-BRACE2008999	
AK054995	FLJ30433	BRACE2009014	C-BRACE2009014	
AK054996	FLJ30434	BRACE2009016	C-BRACE2009016	
AK054997	FLJ30435	BRACE2009031	C-BRACE2009031	
AK054998	FLJ30436	BRACE2009037	C-BRACE2009037	
AK054999	FLJ30437	BRACE2009045	C-BRACE2009045	
AK055000	FLJ30438	BRACE2009053	C-BRACE2009053	
AK055001	FLJ30439	BRACE2009131	C-BRACE2009131	
AK055002	FLJ30440	BRACE2009185	C-BRACE2009185	
AK055003	FLJ30441	BRACE2009188	C-BRACE2009188	
AK055004	FLJ30442	BRACE2009212	C-BRACE2009212	
AK055005	FLJ30443	BRACE2009221	C-BRACE2009221	
AK055006	FLJ30444	BRACE2009235	C-BRACE2009235	
AK055007	FLJ30445	BRACE2009238	C-BRACE2009238	
AK055008	FLJ30446	BRACE2009255	C-BRACE2009255	
AK055009	FLJ30447	BRACE2009270	C-BRACE2009270	
AK055010	FLJ30448	BRACE2009272	C-BRACE2009272	
AK055011	FLJ30449	BRACE2009274	C-BRACE2009274	
AK055012	FLJ30450	BRACE2009275	C-BRACE2009275	
AK055013	FLJ30451	BRACE2009291	C-BRACE2009291	
AK055014	FLJ30452	BRACE2009293	C-BRACE2009293	
AK055015	FLJ30453	BRACE2009307	C-BRACE2009307	
AK055016	FLJ30454	BRACE2009311	C-BRACE2009311	
AK131515	FLJ16739	BRACE2009318	C-BRACE2009318	
AK055017	FLJ30455	BRACE2009323	C-BRACE2009323	
AK055018	FLJ30456	BRACE2009361	C-BRACE2009361	
AK055019	FLJ30457	BRACE2009366	C-BRACE2009366	
AK055020	FLJ30458	BRACE2009421	C-BRACE2009421	
AK055021	FLJ30459	BRACE2009428	C-BRACE2009428	
AK055022	FLJ30460	BRACE2009434	C-BRACE2009434	
AK055023	FLJ30461	BRACE2009437	C-BRACE2009437	
AK055024	FLJ30462	BRACE2009483	C-BRACE2009483	
AK055025	FLJ30463	BRACE2009517	C-BRACE2009517	
AK055026	FLJ30464	BRACE2009533	C-BRACE2009533	
AK055027	FLJ30465	BRACE2009591	C-BRACE2009591	
AK055028	FLJ30466	BRAWH1000001	C-BRAWH1000001	
AK055029	FLJ30467	BRAWH1000002	C-BRAWH1000002	
AK055030	FLJ30468	BRAWH1000007	C-BRAWH1000007	
AK055031	FLJ30469	BRAWH1000037	C-BRAWH1000037	
AK055032	FLJ30470	BRAWH1000040	C-BRAWH1000040	
AK055033	FLJ30471	BRAWH1000045	C-BRAWH1000045	
AK055034	FLJ30472	BRAWH1000083	C-BRAWH1000083	
AK055035	FLJ30473	BRAWH1000094	C-BRAWH1000094	
AK055036	FLJ30474	BRAWH1000116	C-BRAWH1000116	
AK123023	FLJ41027	BRAWH1000127	C-BRAWH1000127	
AK055037	FLJ30475	BRAWH1000130	C-BRAWH1000130	
AK055038	FLJ30476	BRAWH1000162	C-BRAWH1000162	
AK055039	FLJ30477	BRAWH1000164	C-BRAWH1000164	
AK055040	FLJ30478	BRAWH1000167	C-BRAWH1000167	
AK055041	FLJ30479	BRAWH1000168	C-BRAWH1000168	
AK055042	FLJ30480	BRAWH1000174	C-BRAWH1000174	
AK055043	FLJ30481	BRAWH1000180	C-BRAWH1000180	
AK055044	FLJ30482	BRAWH2000034	C-BRAWH2000034	
AK055045	FLJ30483	BRAWH2000048	C-BRAWH2000048	
AK055046	FLJ30484	BRAWH2000071	C-BRAWH2000071	
AK055047	FLJ30485	BRAWH2000082	C-BRAWH2000082	
AK055048	FLJ30486	BRAWH2000093	C-BRAWH2000093	
AK055049	FLJ30487	BRAWH2000109	C-BRAWH2000109	
AK055050	FLJ30488	BRAWH2000131	C-BRAWH2000131	
AK055051	FLJ30489	BRAWH2000142	C-BRAWH2000142	
AK055052	FLJ30490	BRAWH2000169	C-BRAWH2000169	
AK055053	FLJ30491	BRAWH2000177	C-BRAWH2000177	
AK055054	FLJ30492	BRAWH2000218	C-BRAWH2000218	
AK055055	FLJ30493	BRAWH2000248	C-BRAWH2000248	
AK055056	FLJ30494	BRAWH2000274	C-BRAWH2000274	
AK055057	FLJ30495	BRAWH2000323	C-BRAWH2000323	
AK055058	FLJ30496	BRAWH2000362	C-BRAWH2000362	
AK055059	FLJ30497	BRAWH2000409	C-BRAWH2000409	
AK055060	FLJ30498	BRAWH2000417	C-BRAWH2000417	
AK055061	FLJ30499	BRAWH2000443	C-BRAWH2000443	
AK055062	FLJ30500	BRAWH2000471	C-BRAWH2000471	
AK055063	FLJ30501	BRAWH2000476	C-BRAWH2000476	
AK055064	FLJ30502	BRAWH2000482	C-BRAWH2000482	
AK055065	FLJ30503	BRAWH2000494	C-BRAWH2000494	
AK055066	FLJ30504	BRAWH2000500	C-BRAWH2000500	
AK055067	FLJ30505	BRAWH2000503	C-BRAWH2000503	
AK055068	FLJ30506	BRAWH2000522	C-BRAWH2000522	
AK055069	FLJ30507	BRAWH2000554	C-BRAWH2000554	
AK055070	FLJ30508	BRAWH2000588	C-BRAWH2000588	
AK055071	FLJ30509	BRAWH2000595	C-BRAWH2000595	
AK055072	FLJ30510	BRAWH2000633	C-BRAWH2000633	
AK055073	FLJ30511	BRAWH2000636	C-BRAWH2000636	
AK055074	FLJ30512	BRAWH2000643	C-BRAWH2000643	
AK055075	FLJ30513	BRAWH2000651	C-BRAWH2000651	
AK055076	FLJ30514	BRAWH2000682	C-BRAWH2000682	
AK055077	FLJ30515	BRAWH2000686	C-BRAWH2000686	
AK055078	FLJ30516	BRAWH2000697	C-BRAWH2000697	
AK055079	FLJ30517	BRAWH2000752	C-BRAWH2000752	
AK055080	FLJ30518	BRAWH2000839	C-BRAWH2000839	
AK055081	FLJ30519	BRAWH2000859	C-BRAWH2000859	
AK055082	FLJ30520	BRAWH2000866	C-BRAWH2000866	
AK055083	FLJ30521	BRAWH2000892	C-BRAWH2000892	
AK055084	FLJ30522	BRAWH2000901	C-BRAWH2000901	
AK055085	FLJ30523	BRAWH2000924	C-BRAWH2000924	
AK055086	FLJ30524	BRAWH2000926	C-BRAWH2000926	
AK055087	FLJ30525	BRAWH2000944	C-BRAWH2000944	
AK055088	FLJ30526	BRAWH2000984	C-BRAWH2000984	
AK055089	FLJ30527	BRAWH2001019	C-BRAWH2001019	
AK055090	FLJ30528	BRAWH2001037	C-BRAWH2001037	
AK055091	FLJ30529	BRAWH2001052	C-BRAWH2001052	
AK055092	FLJ30530	BRAWH2001092	C-BRAWH2001092	
AK055093	FLJ30531	BRAWH2001103	C-BRAWH2001103	
AK055094	FLJ30532	BRAWH2001129	C-BRAWH2001129	
AK055095	FLJ30533	BRAWH2001137	C-BRAWH2001137	
AK055096	FLJ30534	BRAWH2001141	C-BRAWH2001141	
AK055097	FLJ30535	BRAWH2001159	C-BRAWH2001159	
AK055098	FLJ30536	BRAWH2001166	C-BRAWH2001166	
AK055099	FLJ30537	BRAWH2001203	C-BRAWH2001203	
AK055100	FLJ30538	BRAWH2001238	C-BRAWH2001238	
AK055101	FLJ30539	BRAWH2001255	C-BRAWH2001255	
AK055102	FLJ30540	BRAWH2001321	C-BRAWH2001321	
AK055103	FLJ30541	BRAWH2001355	C-BRAWH2001355	
AK055104	FLJ30542	BRAWH2001378	C-BRAWH2001378	
AK122594	FLJ16001	BRAWH2001395	C-BRAWH2001395	
AK055105	FLJ30543	BRAWH2001406	C-BRAWH2001406	
AK055107	FLJ30545	BRAWH2001418	C-BRAWH2001418	
AK055108	FLJ30546	BRAWH2001438	C-BRAWH2001438	
AK055109	FLJ30547	BRAWH2001439	C-BRAWH2001439	
AK055110	FLJ30548	BRAWH2001461	C-BRAWH2001461	
AK055111	FLJ30549	BRAWH2001484	C-BRAWH2001484	
AK055112	FLJ30550	BRAWH2001502	C-BRAWH2001502	
AK055113	FLJ30551	BRAWH2001503	C-BRAWH2001503	
AK055114	FLJ30552	BRAWH2001519	C-BRAWH2001519	
AK055115	FLJ30553	BRAWH2003689	C-BRAWH2003689	
AK055116	FLJ30554	BRAWH2003693	C-BRAWH2003693	
AK055117	FLJ30555	BRAWH2003818	C-BRAWH2003818	
AK055118	FLJ30556	BRAWH2003832	C-BRAWH2003832	
AK055119	FLJ30557	BRAWH2003948	C-BRAWH2003948	
AK055120	FLJ30558	BRAWH2004044	C-BRAWH2004044	
AK055121	FLJ30559	BRAWH2004095	C-BRAWH2004095	
AK055122	FLJ30560	BRAWH2004217	C-BRAWH2004217	
AK055123	FLJ30561	BRAWH2004580	C-BRAWH2004580	
AK055124	FLJ30562	BRAWH2004731	C-BRAWH2004731	
AK055125	FLJ30563	BRAWH2004842	C-BRAWH2004842	
AK055126	FLJ30564	BRAWH2004923	C-BRAWH2004923	
AK055127	FLJ30565	BRAWH2005008	C-BRAWH2005008	
AK055128	FLJ30566	BRAWH2005068	C-BRAWH2005068	
AK055129	FLJ30567	BRAWH2005225	C-BRAWH2005225	
AK055130	FLJ30568	BRAWH2005517	C-BRAWH2005517	
AK055131	FLJ30569	BRAWH2005974	C-BRAWH2005974	
AK055132	FLJ30570	BRAWH2005998	C-BRAWH2005998	
AK055133	FLJ30571	BRAWH2006044	C-BRAWH2006044	
AK055134	FLJ30572	BRAWH2006083	C-BRAWH2006083	
AK055135	FLJ30573	BRAWH2006450	C-BRAWH2006450	
AK055136	FLJ30574	BRAWH2006493	C-BRAWH2006493	
AK055137	FLJ30575	BRAWH2006526	C-BRAWH2006526	
AK055138	FLJ30576	BRAWH2006622	C-BRAWH2006622	
AK055139	FLJ30577	BRAWH2006760	C-BRAWH2006760	
AK055140	FLJ30578	BRAWH2006960	C-BRAWH2006960	
AK055141	FLJ30579	BRAWH2006989	C-BRAWH2006989	
AK055142	FLJ30580	BRAWH2006996	C-BRAWH2006996	
AK055143	FLJ30581	BRAWH2007069	C-BRAWH2007069	
AK055144	FLJ30582	BRAWH2007308	C-BRAWH2007308	
AK055145	FLJ30583	BRAWH2007406	C-BRAWH2007406	
AK055146	FLJ30584	BRAWH2007550	C-BRAWH2007550	
AK122986	FLJ16741	BRAWH2007591	C-BRAWH2007591	
AK055147	FLJ30585	BRAWH2007605	C-BRAWH2007605	
AK122595	FLJ16002	BRAWH2007658	C-BRAWH2007658	
AK055148	FLJ30586	BRAWH2007664	C-BRAWH2007664	
AK055149	FLJ30587	BRAWH2007800	C-BRAWH2007800	
AK055150	FLJ30588	BRAWH2008128	C-BRAWH2008128	
AK055151	FLJ30589	BRAWH2008297	C-BRAWH2008297	
AK055152	FLJ30590	BRAWH2008366	C-BRAWH2008366	
AK055153	FLJ30591	BRAWH2008380	C-BRAWH2008380	
AK055154	FLJ30592	BRAWH2008706	C-BRAWH2008706	
AK055155	FLJ30593	BRAWH2008790	C-BRAWH2008790	
AK055156	FLJ30594	BRAWH2008903	C-BRAWH2008903	
AK055157	FLJ30595	BRAWH2008956	C-BRAWH2008956	
AK131516	FLJ16742	BRAWH2008993	C-BRAWH2008993	
AK055158	FLJ30596	BRAWH2009227	C-BRAWH2009227	
AK055159	FLJ30597	BRAWH2009261	C-BRAWH2009261	
AK055160	FLJ30598	BRAWH2009263	C-BRAWH2009263	
AK055161	FLJ30599	BRAWH2009298	C-BRAWH2009298	
AK055162	FLJ30600	BRAWH2009360	C-BRAWH2009360	
AK055163	FLJ30601	BRAWH2009485	C-BRAWH2009485	
AK055164	FLJ30602	BRAWH2009558	C-BRAWH2009558	
AK055165	FLJ30603	CD34C2000051	C-CD34C2000051	
AK055166	FLJ30604	CD34C2000152	C-CD34C2000152	
AK055167	FLJ30605	CTONG2000303	C-CTONG2000303	
AK055168	FLJ30606	CTONG2000330	C-CTONG2000330	
AK055169	FLJ30607	CTONG2000395	C-CTONG2000395	
AK055170	FLJ30608	CTONG2000465	C-CTONG2000465	
AK055171	FLJ30609	CTONG2000480	C-CTONG2000480	
AK055172	FLJ30610	CTONG2000589	C-CTONG2000589	
AK055173	FLJ30611	CTONG2000771	C-CTONG2000771	
AK055174	FLJ30612	CTONG2000827	C-CTONG2000827	
AK055175	FLJ30613	CTONG2000855	C-CTONG2000855	
AK055176	FLJ30614	CTONG2001139	C-CTONG2001139	
AK055177	FLJ30615	CTONG2001226	C-CTONG2001226	
AK055178	FLJ30616	CTONG2001320	C-CTONG2001320	
AK055179	FLJ30617	CTONG2001366	C-CTONG2001366	
AK055180	FLJ30618	CTONG2001413	C-CTONG2001413	
AK055181	FLJ30619	CTONG2001533	C-CTONG2001533	
AK055182	FLJ30620	CTONG2001598	C-CTONG2001598	
AK055183	FLJ30621	CTONG2001681	C-CTONG2001681	
AK055185	FLJ30623	CTONG2001748	C-CTONG2001748	
AK055186	FLJ30624	CTONG2001800	C-CTONG2001800	
AK055187	FLJ30625	CTONG2001820	C-CTONG2001820	
AK055188	FLJ30626	CTONG2001911	C-CTONG2001911	
AK055189	FLJ30627	CTONG2001955	C-CTONG2001955	
AK055191	FLJ30629	CTONG2002073	C-CTONG2002073	
AK055192	FLJ30630	CTONG2002143	C-CTONG2002143	
AK055193	FLJ30631	CTONG2002395	C-CTONG2002395	
AK055194	FLJ30632	CTONG2002417	C-CTONG2002417	
AK055195	FLJ30633	CTONG2002418	C-CTONG2002418	
AK055196	FLJ30634	CTONG2002453	C-CTONG2002453	
AK055197	FLJ30635	CTONG2002520	C-CTONG2002520	
AK055198	FLJ30636	CTONG2002558	C-CTONG2002558	
AK055199	FLJ30637	CTONG2002590	C-CTONG2002590	
AK055200	FLJ30638	CTONG2002721	C-CTONG2002721	
AK055201	FLJ30639	CTONG2002803	C-CTONG2002803	
AK055202	FLJ30640	CTONG2002816	C-CTONG2002816	
AK055203	FLJ30641	CTONG2002820	C-CTONG2002820	
AK055204	FLJ30642	CTONG2002965	C-CTONG2002965	
AK055205	FLJ30643	CTONG2003782	C-CTONG2003782	
AK055206	FLJ30644	CTONG2003945	C-CTONG2003945	
AK055207	FLJ30645	CTONG2004454	C-CTONG2004454	
AK055208	FLJ30646	CTONG2004716	C-CTONG2004716	
AK055209	FLJ30647	CTONG2005553	C-CTONG2005553	
AK055210	FLJ30648	CTONG2006449	C-CTONG2006449	
AK055211	FLJ30649	CTONG2006562	C-CTONG2006562	
AK055212	FLJ30650	CTONG2006666	C-CTONG2006666	
AK055213	FLJ30651	D3OST2000184	C-D3OST2000184	
AK055214	FLJ30652	DFNES2000011	C-DFNES2000011	
AK055215	FLJ30653	DFNES2000143	C-DFNES2000143	
AK123027	FLJ41031	DFNES2000146	C-DFNES2000146	
AK055216	FLJ30654	DFNES2000212	C-DFNES2000212	
AK055217	FLJ30655	DFNES2000268	C-DFNES2000268	
AK055218	FLJ30656	DFNES2000292	C-DFNES2000292	
AK055219	FLJ30657	DFNES2000335	C-DFNES2000335	
AK055220	FLJ30658	DFNES2000432	C-DFNES2000432	
AK055221	FLJ30659	DFNES2000443	C-DFNES2000443	
AK055222	FLJ30660	DFNES2000457	C-DFNES2000457	
AK055223	FLJ30661	DFNES2000526	C-DFNES2000526	
AK055224	FLJ30662	FCBBF1000581	C-FCBBF1000581	
AK055225	FLJ30663	FCBBF1000598	C-FCBBF1000598	
AK055226	FLJ30664	FCBBF1000604	C-FCBBF1000604	
AK055227	FLJ30665	FCBBF1000618	C-FCBBF1000618	
AK055228	FLJ30666	FCBBF1000627	C-FCBBF1000627	
AK055229	FLJ30667	FCBBF1000671	C-FCBBF1000671	
AK055230	FLJ30668	FCBBF1000675	C-FCBBF1000675	
AK055231	FLJ30669	FCBBF1000684	C-FCBBF1000684	
AK055232	FLJ30670	FCBBF1000686	C-FCBBF1000686	
AK055233	FLJ30671	FCBBF1000687	C-FCBBF1000687	
AK055234	FLJ30672	FCBBF1000691	C-FCBBF1000691	
AK055235	FLJ30673	FCBBF1000732	C-FCBBF1000732	
AK055236	FLJ30674	FCBBF1000748	C-FCBBF1000748	
AK055237	FLJ30675	FCBBF1000760	C-FCBBF1000760	
AK055238	FLJ30676	FCBBF2000038	C-FCBBF2000038	
AK055239	FLJ30677	FCBBF2000087	C-FCBBF2000087	
AK055240	FLJ30678	FCBBF2000094	C-FCBBF2000094	
AK055241	FLJ30679	FCBBF2000105	C-FCBBF2000105	
AK055242	FLJ30680	FCBBF2000123	C-FCBBF2000123	
AK055243	FLJ30681	FCBBF2000195	C-FCBBF2000195	
AK055244	FLJ30682	FCBBF2000214	C-FCBBF2000214	
AK055245	FLJ30683	FCBBF2000232	C-FCBBF2000232	
AK055246	FLJ30684	FCBBF2000259	C-FCBBF2000259	
AK055247	FLJ30685	FCBBF2000276	C-FCBBF2000276	
AK055248	FLJ30686	FCBBF2000362	C-FCBBF2000362	
AK055249	FLJ30687	FCBBF2000379	C-FCBBF2000379	
AK055250	FLJ30688	FCBBF2000473	C-FCBBF2000473	
AK055251	FLJ30689	FCBBF2000566	C-FCBBF2000566	
AK055252	FLJ30690	FCBBF2000576	C-FCBBF2000576	
AK055253	FLJ30691	FCBBF2000591	C-FCBBF2000591	
AK055254	FLJ30692	FCBBF2000677	C-FCBBF2000677	
AK055255	FLJ30693	FCBBF2000685	C-FCBBF2000685	
AK055256	FLJ30694	FCBBF2000733	C-FCBBF2000733	
AK055257	FLJ30695	FCBBF2000782	C-FCBBF2000782	
AK055258	FLJ30696	FCBBF2000808	C-FCBBF2000808	
AK055259	FLJ30697	FCBBF2000815	C-FCBBF2000815	
AK055260	FLJ30698	FCBBF2000825	C-FCBBF2000825	
AK055261	FLJ30699	FCBBF2000885	C-FCBBF2000885	
AK055262	FLJ30700	FCBBF2000940	C-FCBBF2000940	
AK055263	FLJ30701	FCBBF2000951	C-FCBBF2000951	
AK055264	FLJ30702	FCBBF2001001	C-FCBBF2001001	
AK055265	FLJ30703	FCBBF2001088	C-FCBBF2001088	
AK055266	FLJ30704	FCBBF2001105	C-FCBBF2001105	
AK055267	FLJ30705	FCBBF2001116	C-FCBBF2001116	
AK055268	FLJ30706	FCBBF2001188	C-FCBBF2001188	
AK055269	FLJ30707	FCBBF2001211	C-FCBBF2001211	
AK055270	FLJ30708	FCBBF2001238	C-FCBBF2001238	
AK055271	FLJ30709	FCBBF2001243	C-FCBBF2001243	
AK055272	FLJ30710	FCBBF2001299	C-FCBBF2001299	
AK055273	FLJ30711	FCBBF2001309	C-FCBBF2001309	
AK055274	FLJ30712	FCBBF2001400	C-FCBBF2001400	
AK055275	FLJ30713	FCBBF2001480	C-FCBBF2001480	
AK055276	FLJ30714	FCBBF2001529	C-FCBBF2001529	
AK055277	FLJ30715	FCBBF2001538	C-FCBBF2001538	
AK055278	FLJ30716	FCBBF2001594	C-FCBBF2001594	
AK055279	FLJ30717	FCBBF2001672	C-FCBBF2001672	
AK055280	FLJ30718	FCBBF2001675	C-FCBBF2001675	
AK055281	FLJ30719	FCBBF2001718	C-FCBBF2001718	
AK055282	FLJ30720	FCBBF2001720	C-FCBBF2001720	
AK055283	FLJ30721	FCBBF4000193	C-FCBBF4000193	
AK055284	FLJ30722	FCBBF4000268	C-FCBBF4000268	
AK055285	FLJ30723	FCBBF4000282	C-FCBBF4000282	
AK055286	FLJ30724	FCBBF4000399	C-FCBBF4000399	
AK055287	FLJ30725	FCBBF4000415	C-FCBBF4000415	
AK055288	FLJ30726	FCBBF5000261	C-FCBBF5000261	
AK055289	FLJ30727	FEBRA2000007	C-FEBRA2000007	
AK055290	FLJ30728	FEBRA2000021	C-FEBRA2000021	
AK055291	FLJ30729	FEBRA2000035	C-FEBRA2000035	
AK055292	FLJ30730	FEBRA2000053	C-FEBRA2000053	
AK055293	FLJ30731	FEBRA2000105	C-FEBRA2000105	
AK055294	FLJ30732	FEBRA2000126	C-FEBRA2000126	
AK055295	FLJ30733	FEBRA2000129	C-FEBRA2000129	
AK055296	FLJ30734	FEBRA2000220	C-FEBRA2000220	
AK055297	FLJ30735	FEBRA2000228	C-FEBRA2000228	
AK055298	FLJ30736	FEBRA2000282	C-FEBRA2000282	
AK055299	FLJ30737	FEBRA2000286	C-FEBRA2000286	
AK055300	FLJ30738	FEBRA2000297	C-FEBRA2000297	
AK055301	FLJ30739	FEBRA2000311	C-FEBRA2000311	
AK055302	FLJ30740	FEBRA2000319	C-FEBRA2000319	
AK055303	FLJ30741	FEBRA2000330	C-FEBRA2000330	
AK055304	FLJ30742	FEBRA2000333	C-FEBRA2000333	
AK055305	FLJ30743	FEBRA2000377	C-FEBRA2000377	
