,NCBI_ID,gene_symbol,alias_symbol,gene_type,HGNC_ID,ENSG_ID,collision,source
28933,GENE ID:10103,TSPAN1,NET1,protein-coding,HGNC:20657,ENSG00000117472,NET1,NCBI
27028,GENE ID:9423,NTN1,NET1,protein-coding,HGNC:8029,ENSG00000065320,NET1,NCBI
40159,GENE ID:51162,EGFL7,NEU1,protein-coding,HGNC:20594,ENSG00000172889,NEU1,NCBI
42018,GENE ID:54492,NEURL1B,NEURL3,protein-coding,HGNC:35422,ENSG00000214357,NEURL3,NCBI
108851,GENE ID:122405565,SMIM44,NFIC,protein-coding,HGNC:55815,ENSG00000284638,NFIC,NCBI
34384,GENE ID:23560,GTPBP4,NGB,protein-coding,HGNC:21535,ENSG00000107937,NGB,NCBI
72977,GENE ID:729359,PLIN4,NIPA2,protein-coding,HGNC:29393,ENSG00000167676,NIPA2,NCBI
8092,GENE ID:2821,GPI,NLK,protein-coding,HGNC:4458,ENSG00000105220,NLK,NCBI
30012,GENE ID:10457,GPNMB,NMB,protein-coding,HGNC:4462,ENSG00000136235,NMB,NCBI
17419,GENE ID:6023,RMRP,NME1,ncRNA,HGNC:10031,ENSG00000277027,NME1,NCBI
13294,GENE ID:4641,MYO1C,NMI,protein-coding,HGNC:7597,ENSG00000197879,NMI,NCBI
45030,GENE ID:56413,LTB4R2,NOP9,protein-coding,HGNC:19260,ENSG00000213906,NOP9,NCBI
63270,GENE ID:340719,NANOS1,NOS1,protein-coding,HGNC:23044,ENSG00000188613,NOS1,NCBI
62990,GENE ID:339345,NANOS2,NOS2,protein-coding,HGNC:23292,ENSG00000188425,NOS2,NCBI
63418,GENE ID:342977,NANOS3,NOS3,protein-coding,HGNC:22048,ENSG00000187556,NOS3,NCBI
85125,GENE ID:100996717,NOTCH2NLC,NOTCH2NLA,protein-coding,HGNC:53924,ENSG00000286219,NOTCH2NLA,NCBI
85154,GENE ID:100996763,NOTCH2NLB,NOTCH2NLA,protein-coding,HGNC:53923,ENSG00000286019,NOTCH2NLA,NCBI
82550,GENE ID:100532724,NPHP3-ACAD11,NPHP3,ncRNA,HGNC:48351,ENSG00000274810,NPHP3,NCBI
69957,GENE ID:642799,NPIPA2,NPIPA1,protein-coding,HGNC:41979,ENSG00000254852,NPIPA1,NCBI
85198,GENE ID:101059953,NPIPA8,NPIPA7,protein-coding,HGNC:41983,ENSG00000214940,NPIPA7,NCBI
85195,GENE ID:101059938,NPIPA7,NPIPA8,protein-coding,HGNC:41982,ENSG00000214967,NPIPA8,NCBI
33350,GENE ID:23117,NPIPB3,NPIPB5,protein-coding,HGNC:28989,,NPIPB5,NCBI
30630,GENE ID:10641,NPRL2,NPR2,protein-coding,HGNC:24969,ENSG00000114388,NPR2,NCBI
23223,GENE ID:8131,NPRL3,NPR3,protein-coding,HGNC:14124,ENSG00000103148,NPR3,NCBI
85149,GENE ID:100996758,NPY4R2,NPY4R,protein-coding,HGNC:52383,ENSG00000264717,NPY4R,NCBI
48206,GENE ID:65083,NOL6,NRAP,protein-coding,HGNC:19910,ENSG00000165271,NRAP,NCBI
13661,GENE ID:4779,NFE2L1,NRF1,protein-coding,HGNC:7781,ENSG00000082641,NRF1,NCBI
13581,GENE ID:4745,NELL1,NRP1,protein-coding,HGNC:7750,ENSG00000165973,NRP1,NCBI
13601,GENE ID:4753,NELL2,NRP2,protein-coding,HGNC:7751,ENSG00000184613,NRP2,NCBI
61659,GENE ID:284058,KANSL1,NSL1,protein-coding,HGNC:24565,ENSG00000120071,NSL1,NCBI
82423,GENE ID:100526794,NT5C1B-RDH14,NT5C1B,protein-coding,HGNC:38831,ENSG00000250741,NT5C1B,NCBI
23122,GENE ID:8079,MLF2,NTN4,protein-coding,HGNC:7126,ENSG00000089693,NTN4,NCBI
52095,GENE ID:84628,NTNG2,NTNG1,protein-coding,HGNC:14288,ENSG00000196358,NTNG1,NCBI
18581,GENE ID:6376,CX3CL1,NTT,protein-coding,HGNC:10647,ENSG00000006210,NTT,NCBI
28930,GENE ID:10101,NUBP2,NUBP1,protein-coding,HGNC:8042,ENSG00000095906,NUBP1,NCBI
41539,GENE ID:53343,NUDT9,NUDT10,protein-coding,HGNC:8056,ENSG00000170502,NUDT10,NCBI
32153,GENE ID:11163,NUDT4,NUDT4B,protein-coding,HGNC:8051,ENSG00000173598,NUDT4B,NCBI
31826,GENE ID:11049,NUS1P3,NUS1,pseudo,HGNC:30934,,NUS1,NCBI
37362,GENE ID:28231,SLCO4A1,OATP1,protein-coding,HGNC:10953,ENSG00000101187,OATP1,NCBI
41657,GENE ID:53919,SLCO1C1,OATP1,protein-coding,HGNC:13819,ENSG00000139155,OATP1,NCBI
14132,GENE ID:4951,OCM2,OCM,protein-coding,HGNC:34396,ENSG00000135175,OCM,NCBI
53082,GENE ID:89874,SLC25A21,ODC1,protein-coding,HGNC:14411,ENSG00000183032,ODC1,NCBI
54257,GENE ID:113451,AZIN2,ODCp,protein-coding,HGNC:29957,ENSG00000142920,ODCP,NCBI
14149,GENE ID:4956,ODF1,ODF2,protein-coding,HGNC:8113,ENSG00000155087,ODF2,NCBI
28516,GENE ID:9968,MED12,OPA1,protein-coding,HGNC:11957,ENSG00000184634,OPA1,NCBI
85276,GENE ID:101060233,OPN1MW3,OPN1MW,protein-coding,HGNC:51831,ENSG00000269433,OPN1MW,NCBI
85277,GENE ID:101060233,OPN1MW3,OPN1MW2,protein-coding,HGNC:51831,ENSG00000269433,OPN1MW2,NCBI
50324,GENE ID:81061,OR11H1,OR11H12,protein-coding,HGNC:15404,ENSG00000130538,OR11H12,NCBI
24082,GENE ID:8386,OR1D5,OR1D4,protein-coding,HGNC:8186,ENSG00000262628,OR1D4,NCBI
66179,GENE ID:392390,OR1L6,OR1K1,protein-coding,HGNC:8218,ENSG00000171459,OR1K1,NCBI
48863,GENE ID:79541,OR2A4,OR2A7,protein-coding,HGNC:14729,ENSG00000180658,OR2A7,NCBI
66899,GENE ID:401993,OR2T5,OR2T29,protein-coding,HGNC:15017,ENSG00000203661,OR2T29,NCBI
65784,GENE ID:390756,OR3A4P,OR3A5P,pseudo,HGNC:15510,ENSG00000290820,OR3A5P,NCBI
50336,GENE ID:81099,OR4F17,OR4F5,protein-coding,HGNC:15381,ENSG00000176695,OR4F5,NCBI
106429,GENE ID:118568804,OR4M2B,OR4M2,protein-coding,HGNC:55109,ENSG00000182974,OR4M2,NCBI
57187,GENE ID:143502,OR52I2,OR52I1,protein-coding,HGNC:15221,ENSG00000226288,OR52I1,NCBI
69169,GENE ID:504191,OR9G9,OR9G1,protein-coding,HGNC:31940,,OR9G1,NCBI
29160,GENE ID:10166,SLC25A15,ORC1,protein-coding,HGNC:10985,ENSG00000102743,ORC1,NCBI
51294,GENE ID:83884,SLC25A2,ORC2,protein-coding,HGNC:22921,ENSG00000120329,ORC2,NCBI
51037,GENE ID:83605,CCM2,OSM,protein-coding,HGNC:21708,ENSG00000136280,OSM,NCBI
28451,GENE ID:9943,OXSR1,OSR1,protein-coding,HGNC:8508,ENSG00000172939,OSR1,NCBI
40966,GENE ID:51526,OSER1,Osr1,protein-coding,HGNC:16105,ENSG00000132823,OSR1,NCBI
8957,GENE ID:3061,HCRTR1,OXR1,protein-coding,HGNC:4848,ENSG00000121764,OXR1,NCBI
82703,GENE ID:100533970,P2RX5-TAX1BP3,P2RX5,ncRNA,HGNC:49191,ENSG00000257950,P2RX5,NCBI
71931,GENE ID:692312,PPAN-P2RY11,P2RY11,protein-coding,HGNC:33526,ENSG00000243207,P2RY11,NCBI
16885,GENE ID:5828,PEX2,PAF1,protein-coding,HGNC:9717,ENSG00000164751,PAF1,NCBI
16020,GENE ID:5585,PKN1,PAK1,protein-coding,HGNC:9405,ENSG00000123143,PAK1,NCBI
16025,GENE ID:5586,PKN2,PAK2,protein-coding,HGNC:9406,ENSG00000065243,PAK2,NCBI
25584,GENE ID:8874,ARHGEF7,PAK3,protein-coding,HGNC:15607,ENSG00000102606,PAK3,NCBI
98539,GENE ID:106821730,BUB1B-PAK6,PAK5,protein-coding,HGNC:52276,ENSG00000137843,PAK5,NCBI
45317,GENE ID:56924,PAK6,PAK5,protein-coding,HGNC:16061,ENSG00000137843,PAK5,NCBI
98540,GENE ID:106821730,BUB1B-PAK6,PAK6,protein-coding,HGNC:52276,ENSG00000137843,PAK6,NCBI
33253,GENE ID:23077,MYCBP2,PAM,protein-coding,HGNC:23386,ENSG00000005810,PAM,NCBI
46410,GENE ID:57665,RDH14,PAN2,protein-coding,HGNC:19979,ENSG00000240857,PAN2,NCBI
57631,GENE ID:147945,NLRP4,PAN2,protein-coding,HGNC:22943,ENSG00000160505,PAN2,NCBI
59214,GENE ID:171389,NLRP6,PAN3,protein-coding,HGNC:22944,ENSG00000174885,PAN3,NCBI
37298,GENE ID:27347,STK39,PASK,protein-coding,HGNC:17717,ENSG00000198648,PASK,NCBI
14505,GENE ID:5088,PBX2P1,PBX2,pseudo,HGNC:8635,,PBX2,NCBI
11446,GENE ID:3872,KRT17,PC,protein-coding,HGNC:6427,ENSG00000128422,PC,NCBI
15471,GENE ID:5420,PODXL,PC,protein-coding,HGNC:9171,ENSG00000128567,PC,NCBI
16232,GENE ID:5624,PROC,PC,protein-coding,HGNC:9451,ENSG00000115718,PC,NCBI
37231,GENE ID:27328,PCDH11X,PCDH11Y,protein-coding,HGNC:8656,ENSG00000102290,PCDH11Y,NCBI
46267,GENE ID:57575,PCDH10,PCDH19,protein-coding,HGNC:13404,ENSG00000138650,PCDH19,NCBI
12277,GENE ID:4152,MBD1,PCM1,protein-coding,HGNC:6916,ENSG00000141644,PCM1,NCBI
1822,GENE ID:649,BMP1,PCP2,protein-coding,HGNC:1067,ENSG00000168487,PCP2,NCBI
35248,GENE ID:25953,PNKD,PDC,protein-coding,HGNC:9153,ENSG00000127838,PDC,NCBI
240245,GENE ID:139281660,IFT70A-AS1,PDE11A,ncRNA,HGNC:58181,,PDE11A,NCBI
85133,GENE ID:100996724,PDE4DIPP2,PDE4DIP,pseudo,HGNC:55081,,PDE4DIP,NCBI
27318,GENE ID:9518,GDF15,PDF,protein-coding,HGNC:30142,ENSG00000130513,PDF,NCBI
14832,GENE ID:5201,PFDN1,PDF,protein-coding,HGNC:8866,ENSG00000113068,PDF,NCBI
14739,GENE ID:5170,PDPK1,PDK1,protein-coding,HGNC:8816,ENSG00000140992,PDK1,NCBI
87177,GENE ID:101929947,ITGA6-AS1,PDK1-AS1,ncRNA,HGNC:40308,ENSG00000232788,PDK1-AS1,NCBI
67072,GENE ID:403313,PLPP6,PDP1,protein-coding,HGNC:23682,ENSG00000205808,PDP1,NCBI
14741,GENE ID:5170,PDPK1,PDPK2P,protein-coding,HGNC:8816,ENSG00000140992,PDPK2P,NCBI
23091,GENE ID:8050,PDHX,PDX1,protein-coding,HGNC:21350,ENSG00000110435,PDX1,NCBI
13072,GENE ID:4582,MUC1,PEMT,protein-coding,HGNC:7508,ENSG00000185499,PEMT,NCBI
14882,GENE ID:5225,PGC,PEPC,protein-coding,HGNC:8890,ENSG00000096088,PEPC,NCBI
62986,GENE ID:339324,ZNF260,PEX1,protein-coding,HGNC:13499,ENSG00000254004,PEX1,NCBI
68354,GENE ID:441531,PGAM4,PGAM1,protein-coding,HGNC:21731,ENSG00000226784,PGAM1,NCBI
35740,GENE ID:26227,PHGDH,PGD,protein-coding,HGNC:8923,ENSG00000092621,PGD,NCBI
14901,GENE ID:5233,PGK1P2,PGK2,pseudo,HGNC:8899,ENSG00000213290,PGK2,NCBI
42610,GENE ID:54858,PGPEP1,PGP,protein-coding,HGNC:13568,ENSG00000130517,PGP,NCBI
53610,GENE ID:91978,TPGS1,PGs1,protein-coding,HGNC:25058,ENSG00000141933,PGS1,NCBI
83600,GENE ID:100873065,PTCHD1-AS,PHEX-AS1,ncRNA,HGNC:37703,,PHEX-AS1,NCBI
14946,GENE ID:5252,PHF1,PHF2,protein-coding,HGNC:8919,ENSG00000112511,PHF2,NCBI
14887,GENE ID:5228,PGF,PIGF,protein-coding,HGNC:8893,ENSG00000119630,PIGF,NCBI
46660,GENE ID:58476,TP53INP2,PIGU,protein-coding,HGNC:16104,ENSG00000078804,PIGU,NCBI
22614,GENE ID:7730,ZNF177,PIGX,protein-coding,HGNC:12966,ENSG00000188629,PIGX,NCBI
32832,GENE ID:22883,CLSTN1,PIK3CD,protein-coding,HGNC:17447,ENSG00000171603,PIK3CD,NCBI
85421,GENE ID:101752399,STAG3L5P-PVRIG2P-PILRB,PILRB,ncRNA,HGNC:48898,ENSG00000272752,PILRB,NCBI
26866,GENE ID:9361,LONP1,PIM1,protein-coding,HGNC:9479,ENSG00000196365,PIM1,NCBI
33180,GENE ID:23037,PDZD2,PIN1,protein-coding,HGNC:18486,ENSG00000133401,PIN1,NCBI
29771,GENE ID:10380,BPNT1,PIP,protein-coding,HGNC:1096,ENSG00000162813,PIP,NCBI
28132,GENE ID:9814,SFI1,PISD,protein-coding,HGNC:29064,ENSG00000198089,PISD,NCBI
35068,GENE ID:25865,PRKD2,PKD2,protein-coding,HGNC:17293,ENSG00000105287,PKD2,NCBI
88704,GENE ID:103695364,PKNOX2-DT,PKNOX2-AS1,ncRNA,HGNC:50690,ENSG00000254880,PKNOX2-AS1,NCBI
38888,GENE ID:29124,LGALS13,PLAC8,protein-coding,HGNC:15449,ENSG00000105198,PLAC8,NCBI
16047,GENE ID:5589,PRKCSH,PLD1,protein-coding,HGNC:9411,ENSG00000130175,PLD1,NCBI
39826,GENE ID:51054,PLEKHA8P1,PLEKHA8,pseudo,HGNC:30222,ENSG00000293316,PLEKHA8,NCBI
25080,GENE ID:8718,TNFRSF25,PLEKHG5,protein-coding,HGNC:11910,ENSG00000215788,PLEKHG5,NCBI
15278,GENE ID:5342,PLGLB2,PLGLA,protein-coding,HGNC:9073,ENSG00000125551,PLGLA,NCBI
82520,GENE ID:100529211,TMEM256-PLSCR3,PLSCR3,ncRNA,HGNC:49186,,PLSCR3,NCBI
82465,GENE ID:100527963,PMF1-BGLAP,PMF1,protein-coding,HGNC:42953,ENSG00000260238,PMF1,NCBI
16884,GENE ID:5827,PXMP2,PMP22,protein-coding,HGNC:9716,ENSG00000176894,PMP22,NCBI
15429,GENE ID:5395,PMS2,PMS2CL,protein-coding,HGNC:9122,ENSG00000122512,PMS2CL,NCBI
68233,GENE ID:441194,PMS2CL,PMS2P13,pseudo,HGNC:30061,ENSG00000187953,PMS2P13,NCBI
73030,GENE ID:729453,PMS2P6,PMS2P2,pseudo,HGNC:33514,,PMS2P2,NCBI
29841,GENE ID:10400,PEMT,PNMT,protein-coding,HGNC:8830,ENSG00000133027,PNMT,NCBI
15899,GENE ID:5539,PPY,PNP,protein-coding,HGNC:9327,ENSG00000108849,PNP,NCBI
13901,GENE ID:4864,NPC1,POGZ,protein-coding,HGNC:7897,ENSG00000141458,POGZ,NCBI
32351,GENE ID:11232,POLG2,POLB,protein-coding,HGNC:9180,ENSG00000256525,POLB,NCBI
121039,GENE ID:125316803,POLGARF,POLG,protein-coding,HGNC:56246,ENSG00000291307,POLG,NCBI
31806,GENE ID:11044,TENT4A,POLK,protein-coding,HGNC:16705,ENSG00000112941,POLK,NCBI
40764,GENE ID:51426,POLK,POLQ,protein-coding,HGNC:9183,ENSG00000122008,POLQ,NCBI
39915,GENE ID:51082,POLR1D,POLR1C,protein-coding,HGNC:20422,ENSG00000186184,POLR1C,NCBI
61136,GENE ID:266697,POM121L4P,POM121L1P,pseudo,HGNC:19326,,POM121L1P,NCBI
40352,GENE ID:51251,NT5C3A,POMP,protein-coding,HGNC:17820,ENSG00000122643,POMP,NCBI
32094,GENE ID:11149,POPDC1,POP1,protein-coding,HGNC:1152,ENSG00000112276,POP1,NCBI
61083,GENE ID:260434,PYDC1,POP1,protein-coding,HGNC:30261,ENSG00000169900,POP1,NCBI
62363,GENE ID:286430,NLRP2B,POP4,protein-coding,HGNC:29887,ENSG00000215174,POP4,NCBI
22054,GENE ID:7417,VDAC2,POR,protein-coding,HGNC:12672,ENSG00000165637,POR,NCBI
88363,GENE ID:102724631,POTEB3,POTEB,protein-coding,HGNC:51240,ENSG00000278522,POTEB,NCBI
78023,GENE ID:100287399,POTEB2,POTEB,protein-coding,HGNC:48327,ENSG00000230031,POTEB,NCBI
85023,GENE ID:100996331,POTEB,POTEB2,protein-coding,HGNC:33734,ENSG00000233917,POTEB2,NCBI
81661,GENE ID:100505622,LNROP,POU2F2-AS2,ncRNA,HGNC:55512,ENSG00000254887,POU2F2-AS2,NCBI
70721,GENE ID:645682,POU5F1P4,POU5F1,pseudo,HGNC:33310,ENSG00000237872,POU5F1,NCBI
69897,GENE ID:642559,POU5F1P3,POU5F1,pseudo,HGNC:9222,ENSG00000235602,POU5F1,NCBI
15654,GENE ID:5462,POU5F1B,POU5F1P4,protein-coding,HGNC:9223,ENSG00000212993,POU5F1P4,NCBI
71933,GENE ID:692312,PPAN-P2RY11,PPAN,protein-coding,HGNC:33526,ENSG00000243207,PPAN,NCBI
50078,GENE ID:80347,COASY,PPAT,protein-coding,HGNC:29932,ENSG00000068120,PPAT,NCBI
73284,GENE ID:730262,PPIAL4E,PPIAL4F,protein-coding,HGNC:33997,ENSG00000271567,PPIAL4F,NCBI
8954,GENE ID:3060,HCRT,PPOX,protein-coding,HGNC:4847,ENSG00000161610,PPOX,NCBI
82565,GENE ID:100532746,PPT2-EGFL8,PPT2,ncRNA,HGNC:48343,ENSG00000258388,PPT2,NCBI
70630,GENE ID:645359,PRAMEF26,PRAMEF25,protein-coding,HGNC:49178,ENSG00000280267,PRAMEF25,NCBI
17160,GENE ID:5933,RBL1,PRB1,protein-coding,HGNC:9893,ENSG00000080839,PRB1,NCBI
34960,GENE ID:25824,PRDX5,PRDX6,protein-coding,HGNC:9355,ENSG00000126432,PRDX6,NCBI
30249,GENE ID:10531,PITRM1,PreP,protein-coding,HGNC:17663,ENSG00000107959,PREP,NCBI
44618,GENE ID:55893,ZNF395,PRF1,protein-coding,HGNC:18737,ENSG00000186918,PRF1,NCBI
25571,GENE ID:8870,IER3,PRG1,protein-coding,HGNC:5392,ENSG00000137331,PRG1,NCBI
28304,GENE ID:9890,PLPPR4,PRG1,protein-coding,HGNC:23496,ENSG00000117600,PRG1,NCBI
15928,GENE ID:5552,SRGN,PRG1,protein-coding,HGNC:9361,ENSG00000122862,PRG1,NCBI
22766,GENE ID:7837,PXDN,PRG2,protein-coding,HGNC:14966,ENSG00000130508,PRG2,NCBI
49534,GENE ID:79948,PLPPR3,PRG2,protein-coding,HGNC:23497,ENSG00000129951,PRG2,NCBI
52497,GENE ID:84883,AIFM2,PRG3,protein-coding,HGNC:21411,ENSG00000042286,PRG3,NCBI
42677,GENE ID:54886,PLPPR1,PRG3,protein-coding,HGNC:25993,ENSG00000148123,PRG3,NCBI
47845,GENE ID:64748,PLPPR2,PRG4,protein-coding,HGNC:29566,ENSG00000105520,PRG4,NCBI
82579,GENE ID:100533464,PRH1-PRR4,PRH1,ncRNA,,ENSG00000275778,PRH1,NCBI
15936,GENE ID:5554,PRH1,PRH2,protein-coding,HGNC:9366,ENSG00000231887,PRH2,NCBI
15990,GENE ID:5578,PRKCA,PRKACA,protein-coding,HGNC:9393,ENSG00000154229,PRKACA,NCBI
56635,GENE ID:137902,PXDNL,PRM1,protein-coding,HGNC:26359,ENSG00000147485,PRM1,NCBI
49846,GENE ID:80204,FBXO11,PRMT9,protein-coding,HGNC:13590,ENSG00000138081,PRMT9,NCBI
17235,GENE ID:5961,PRPH2,PRPH,protein-coding,HGNC:9942,ENSG00000112619,PRPH,NCBI
60246,GENE ID:221823,PRPS1L1,PRPS1,protein-coding,HGNC:9463,ENSG00000229937,PRPS1,NCBI
72921,GENE ID:729250,PRR20E,PRR20A,protein-coding,HGNC:37223,ENSG00000234278,PRR20A,NCBI
72890,GENE ID:729233,PRR20B,PRR20A,protein-coding,HGNC:37220,ENSG00000204918,PRR20A,NCBI
72914,GENE ID:729246,PRR20D,PRR20A,protein-coding,HGNC:37222,ENSG00000227151,PRR20A,NCBI
72908,GENE ID:729240,PRR20C,PRR20A,protein-coding,HGNC:37221,ENSG00000229665,PRR20A,NCBI
72915,GENE ID:729246,PRR20D,PRR20B,protein-coding,HGNC:37222,ENSG00000227151,PRR20B,NCBI
55286,GENE ID:122183,PRR20A,PRR20B,protein-coding,HGNC:24754,ENSG00000204919,PRR20B,NCBI
72922,GENE ID:729250,PRR20E,PRR20B,protein-coding,HGNC:37223,ENSG00000234278,PRR20B,NCBI
72909,GENE ID:729240,PRR20C,PRR20B,protein-coding,HGNC:37221,ENSG00000229665,PRR20B,NCBI
55287,GENE ID:122183,PRR20A,PRR20C,protein-coding,HGNC:24754,ENSG00000204919,PRR20C,NCBI
72923,GENE ID:729250,PRR20E,PRR20C,protein-coding,HGNC:37223,ENSG00000234278,PRR20C,NCBI
72891,GENE ID:729233,PRR20B,PRR20C,protein-coding,HGNC:37220,ENSG00000204918,PRR20C,NCBI
72916,GENE ID:729246,PRR20D,PRR20C,protein-coding,HGNC:37222,ENSG00000227151,PRR20C,NCBI
72924,GENE ID:729250,PRR20E,PRR20D,protein-coding,HGNC:37223,ENSG00000234278,PRR20D,NCBI
72910,GENE ID:729240,PRR20C,PRR20D,protein-coding,HGNC:37221,ENSG00000229665,PRR20D,NCBI
55288,GENE ID:122183,PRR20A,PRR20D,protein-coding,HGNC:24754,ENSG00000204919,PRR20D,NCBI
72892,GENE ID:729233,PRR20B,PRR20D,protein-coding,HGNC:37220,ENSG00000204918,PRR20D,NCBI
72917,GENE ID:729246,PRR20D,PRR20E,protein-coding,HGNC:37222,ENSG00000227151,PRR20E,NCBI
55289,GENE ID:122183,PRR20A,PRR20E,protein-coding,HGNC:24754,ENSG00000204919,PRR20E,NCBI
72893,GENE ID:729233,PRR20B,PRR20E,protein-coding,HGNC:37220,ENSG00000204918,PRR20E,NCBI
72911,GENE ID:729240,PRR20C,PRR20E,protein-coding,HGNC:37221,ENSG00000229665,PRR20E,NCBI
75858,GENE ID:100133251,PRR23D2,PRR23D1,protein-coding,HGNC:49396,ENSG00000255378,PRR23D1,NCBI
75367,GENE ID:100131608,PRR23D1,PRR23D2,protein-coding,HGNC:49420,ENSG00000255251,PRR23D2,NCBI
35227,GENE ID:25945,NECTIN3,PRR3,protein-coding,HGNC:17664,ENSG00000177707,PRR3,NCBI
66574,GENE ID:400931,MIRLET7BHG,PRR34-AS1,ncRNA,HGNC:37189,ENSG00000197182,PRR34-AS1,NCBI
50637,GENE ID:81607,NECTIN4,PRR4,protein-coding,HGNC:19688,ENSG00000143217,PRR4,NCBI
56576,GENE ID:136541,PRSS58,PRSS1,protein-coding,HGNC:39125,ENSG00000258223,PRSS1,NCBI
27560,GENE ID:9588,PRDX6,PRX,protein-coding,HGNC:16753,ENSG00000117592,PRX,NCBI
71515,GENE ID:653509,SFTPA1,PSAP,protein-coding,HGNC:10798,ENSG00000122852,PSAP,NCBI
72898,GENE ID:729238,SFTPA2,PSAP,protein-coding,HGNC:10799,ENSG00000185303,PSAP,NCBI
34761,GENE ID:23787,MTCH1,PSAP,protein-coding,HGNC:17586,ENSG00000137409,PSAP,NCBI
48687,GENE ID:79176,FBXL15,PSD,protein-coding,HGNC:28155,ENSG00000107872,PSD,NCBI
34713,GENE ID:23761,PISD,PSD,protein-coding,HGNC:8999,ENSG00000241878,PSD,NCBI
16369,GENE ID:5670,PSG2,PSG1,protein-coding,HGNC:9519,ENSG00000242221,PSG1,NCBI
68078,GENE ID:440533,PSG8,PSG1,protein-coding,HGNC:9525,ENSG00000124467,PSG1,NCBI
16383,GENE ID:5676,PSG7,PSG1,protein-coding,HGNC:9524,ENSG00000221878,PSG1,NCBI
16388,GENE ID:5678,PSG9,PSG11,protein-coding,HGNC:9526,ENSG00000183668,PSG11,NCBI
16373,GENE ID:5672,PSG4,PSG9,protein-coding,HGNC:9521,ENSG00000243137,PSG9,NCBI
96543,GENE ID:106480180,RNU1-93P,PSMD1,pseudo,HGNC:48435,ENSG00000201574,PSMD1,NCBI
41244,GENE ID:51651,PTRH2,PTH,protein-coding,HGNC:24265,ENSG00000141378,PTH,NCBI
41246,GENE ID:51651,PTRH2,PTH2,protein-coding,HGNC:24265,ENSG00000141378,PTH2,NCBI
32235,GENE ID:11191,PTENP1,PTH2,pseudo,HGNC:9589,ENSG00000293199,PTH2,NCBI
16656,GENE ID:5761,PTMAP4,PTMA,pseudo,HGNC:9627,,PTMA,NCBI
96299,GENE ID:106479938,RNU6-1342P,PTMAP7,pseudo,HGNC:56872,,PTMAP7,NCBI
16730,GENE ID:5786,PTPRA,PTPA,protein-coding,HGNC:9664,ENSG00000132670,PTPA,NCBI
67817,GENE ID:414224,AGAP12P,PTPN20CP,pseudo,HGNC:23661,ENSG00000290898,PTPN20CP,NCBI
28854,GENE ID:10076,PTPRU,PTPRO,protein-coding,HGNC:9683,ENSG00000060656,PTPRO,NCBI
16802,GENE ID:5801,PTPRR,PTPRQ,protein-coding,HGNC:9680,ENSG00000153233,PTPRQ,NCBI
15159,GENE ID:5309,PITX3,PTX3,protein-coding,HGNC:9006,ENSG00000107859,PTX3,NCBI
12275,GENE ID:4151,MB,PVALB,protein-coding,HGNC:6915,ENSG00000198125,PVALB,NCBI
22767,GENE ID:7837,PXDN,PXN,protein-coding,HGNC:14966,ENSG00000130508,PXN,NCBI
62950,GENE ID:339122,RAB43,RAB11B,protein-coding,HGNC:19983,ENSG00000172780,RAB11B,NCBI
31741,GENE ID:11021,RAB35,RAB1C,protein-coding,HGNC:9774,ENSG00000111737,RAB1C,NCBI
62951,GENE ID:339122,RAB43,RAB41,protein-coding,HGNC:19983,ENSG00000172780,RAB41,NCBI
71109,GENE ID:646996,RAB42P1,RAB42,pseudo,HGNC:19799,,RAB42,NCBI
82540,GENE ID:100529262,MIA-RAB4B,RAB4B,ncRNA,HGNC:48352,,RAB4B,NCBI
17441,GENE ID:6035,RNASE1,RAC1,protein-coding,HGNC:10044,ENSG00000129538,RAC1,NCBI
23312,GENE ID:8202,NCOA3,RAC3,protein-coding,HGNC:7670,ENSG00000124151,RAC3,NCBI
18002,GENE ID:6236,RRAD,RAD1,protein-coding,HGNC:10446,ENSG00000166592,RAD1,NCBI
6120,GENE ID:2072,ERCC4,RAD1,protein-coding,HGNC:3436,ENSG00000175595,RAD1,NCBI
17452,GENE ID:6039,RNASE6,RAD1,protein-coding,HGNC:10048,ENSG00000169413,RAD1,NCBI
1550,GENE ID:546,ATRX,RAD54L,protein-coding,HGNC:886,ENSG00000085224,RAD54L,NCBI
52159,GENE ID:84659,RNASE7,RAE1,protein-coding,HGNC:19278,ENSG00000165799,RAE1,NCBI
50025,GENE ID:80328,ULBP2,RAET1L,protein-coding,HGNC:14894,ENSG00000131015,RAET1L,NCBI
17448,GENE ID:6037,RNASE3,RAF1,protein-coding,HGNC:10046,ENSG00000169397,RAF1,NCBI
5318,GENE ID:1797,DXO,RAI1,protein-coding,HGNC:2992,ENSG00000204348,RAI1,NCBI
68991,GENE ID:493901,RNASE12,RAI1,protein-coding,HGNC:24211,ENSG00000258436,RAI1,NCBI
52707,GENE ID:85021,REPS1,RALBP1,protein-coding,HGNC:15578,ENSG00000135597,RALBP1,NCBI
25409,GENE ID:8831,SYNGAP1,RASA1,protein-coding,HGNC:11497,ENSG00000197283,RASA1,NCBI
51023,GENE ID:83593,RASSF5,RASSF3,protein-coding,HGNC:17609,ENSG00000266094,RASSF3,NCBI
41941,GENE ID:54453,RIN2,RASSF4,protein-coding,HGNC:18750,ENSG00000132669,RASSF4,NCBI
61404,GENE ID:283349,RASSF3,RASSF5,protein-coding,HGNC:14271,ENSG00000153179,RASSF5,NCBI
