NCBI_ID,primary_gene_symbol,collision,gene_type,HGNC_ID,ENSG_ID,source
GENE ID:11182,SLC2A6,GLUT6,protein-coding,HGNC:11011,ENSG00000160326,NCBI
GENE ID:100128062,SLC2A3P1,GLUT6,pseudo,HGNC:11008,,NCBI
GENE ID:154091,SLC2A12,GLUT8,protein-coding,HGNC:18067,ENSG00000146411,NCBI
GENE ID:29988,SLC2A8,GLUT8,protein-coding,HGNC:13812,ENSG00000136856,NCBI
GENE ID:11182,SLC2A6,GLUT9,protein-coding,HGNC:11011,ENSG00000160326,NCBI
GENE ID:56606,SLC2A9,GLUT9,protein-coding,HGNC:13446,ENSG00000109667,NCBI
GENE ID:6536,SLC6A9,GLYT1,protein-coding,HGNC:11056,ENSG00000196517,NCBI
GENE ID:4245,MGAT1,GLYT1,protein-coding,HGNC:7044,ENSG00000131446,NCBI
GENE ID:2681,GGTA1,GLYT2,protein-coding,HGNC:4253,ENSG00000204136,NCBI
GENE ID:9152,SLC6A5,GLYT2,protein-coding,HGNC:11051,ENSG00000165970,NCBI
GENE ID:2761,GM2AP1,GM2AP,pseudo,HGNC:4368,,NCBI
GENE ID:2760,GM2A,GM2AP,protein-coding,HGNC:4367,ENSG00000196743,NCBI
GENE ID:2821,GPI,GNPI,protein-coding,HGNC:4458,ENSG00000105220,NCBI
GENE ID:10007,GNPDA1,GNPI,protein-coding,HGNC:4417,ENSG00000113552,NCBI
GENE ID:11282,MGAT4B,GNT-IV,protein-coding,HGNC:7048,ENSG00000161013,NCBI
GENE ID:11320,MGAT4A,GNT-IV,protein-coding,HGNC:7047,ENSG00000071073,NCBI
GENE ID:54575,UGT1A10,GNT1,protein-coding,HGNC:12531,ENSG00000242515,NCBI
GENE ID:54578,UGT1A6,GNT1,protein-coding,HGNC:12538,ENSG00000167165,NCBI
GENE ID:54577,UGT1A7,GNT1,protein-coding,HGNC:12539,ENSG00000244122,NCBI
GENE ID:54657,UGT1A4,GNT1,protein-coding,HGNC:12536,ENSG00000244474,NCBI
GENE ID:54576,UGT1A8,GNT1,protein-coding,HGNC:12540,ENSG00000242366,NCBI
GENE ID:54658,UGT1A1,GNT1,protein-coding,HGNC:12530,ENSG00000241635,NCBI
GENE ID:7361,UGT1A,GNT1,other,HGNC:12529,,NCBI
GENE ID:54363,HAO1,GO,protein-coding,HGNC:4809,ENSG00000101323,NCBI
GENE ID:92344,GORAB,GO,protein-coding,HGNC:25676,ENSG00000120370,NCBI
GENE ID:728458,OPN1MW2,GOP,protein-coding,HGNC:26952,ENSG00000166160,NCBI
GENE ID:101060233,OPN1MW3,GOP,protein-coding,HGNC:51831,ENSG00000269433,NCBI
GENE ID:2652,OPN1MW,GOP,protein-coding,HGNC:4206,ENSG00000268221,NCBI
GENE ID:127845,GOLT1A,GOT1,protein-coding,HGNC:24766,ENSG00000174567,NCBI
GENE ID:51026,GOLT1B,GOT1,protein-coding,HGNC:20175,ENSG00000111711,NCBI
GENE ID:51026,GOLT1B,GOT1B,protein-coding,HGNC:20175,ENSG00000111711,NCBI
GENE ID:127845,GOLT1A,GOT1B,protein-coding,HGNC:24766,ENSG00000174567,NCBI
GENE ID:3371,TNC,GP,protein-coding,HGNC:5318,ENSG00000041982,NCBI
GENE ID:55819,RNF130,GP,protein-coding,HGNC:18280,ENSG00000113269,NCBI
GENE ID:968,CD68,GP110,protein-coding,HGNC:1693,ENSG00000129226,NCBI
GENE ID:11047,ADRM1,GP110,protein-coding,HGNC:15759,ENSG00000130706,NCBI
GENE ID:3572,IL6ST,GP130,protein-coding,HGNC:6021,ENSG00000134352,NCBI
GENE ID:10128,LRPPRC,GP130,protein-coding,HGNC:15714,ENSG00000138095,NCBI
GENE ID:1272,CNTN1,GP135,protein-coding,HGNC:2171,ENSG00000018236,NCBI
GENE ID:290,ANPEP,GP150,protein-coding,HGNC:500,ENSG00000166825,NCBI
GENE ID:3691,ITGB4,GP150,protein-coding,HGNC:6158,ENSG00000132470,NCBI
GENE ID:1362,CPD,GP180,protein-coding,HGNC:2301,ENSG00000108582,NCBI
GENE ID:5788,PTPRC,GP180,protein-coding,HGNC:9666,ENSG00000081237,NCBI
GENE ID:4065,LY75,GP200-MR6,protein-coding,HGNC:6729,ENSG00000054219,NCBI
GENE ID:1116,CHI3L1,GP39,protein-coding,HGNC:1932,ENSG00000133048,NCBI
GENE ID:924,CD7,GP40,protein-coding,HGNC:1695,ENSG00000173762,NCBI
GENE ID:10630,PDPN,GP40,protein-coding,HGNC:29602,ENSG00000162493,NCBI
GENE ID:5471,PPAT,GPAT,protein-coding,HGNC:9238,ENSG00000128059,NCBI
GENE ID:57678,GPAM,GPAT,protein-coding,HGNC:24865,ENSG00000119927,NCBI
GENE ID:65056,GPBP1,GPBP,protein-coding,HGNC:29520,ENSG00000062194,NCBI
GENE ID:10087,CERT1,GPBP,protein-coding,HGNC:2205,ENSG00000113163,NCBI
GENE ID:259249,MRGPRX1,GPCR,protein-coding,HGNC:17962,ENSG00000170255,NCBI
GENE ID:23566,LPAR3,GPCR,protein-coding,HGNC:14298,ENSG00000171517,NCBI
GENE ID:117196,MRGPRX4,GPCR,protein-coding,HGNC:17617,ENSG00000179817,NCBI
GENE ID:165140,OXER1,GPCR,protein-coding,HGNC:24884,ENSG00000162881,NCBI
GENE ID:442206,GPR166P,GPCR,pseudo,HGNC:23626,ENSG00000220349,NCBI
GENE ID:441931,VN1R17P,GPCR,pseudo,HGNC:37331,,NCBI
GENE ID:222545,GPRC6A,GPCR,protein-coding,HGNC:18510,ENSG00000173612,NCBI
GENE ID:117195,MRGPRX3,GPCR,protein-coding,HGNC:17980,ENSG00000179826,NCBI
GENE ID:134391,GPR151,GPCR,protein-coding,HGNC:23624,ENSG00000173250,NCBI
GENE ID:59352,LGR6,GPCR,protein-coding,HGNC:19719,ENSG00000133067,NCBI
GENE ID:8322,FZD4,GPCR,protein-coding,HGNC:4042,ENSG00000174804,NCBI
GENE ID:53829,P2RY13,GPCR1,protein-coding,HGNC:4537,ENSG00000181631,NCBI
GENE ID:26996,GPR160,GPCR1,protein-coding,HGNC:23693,ENSG00000173890,NCBI
GENE ID:57105,CYSLTR2,GPCR21,protein-coding,HGNC:18274,ENSG00000152207,NCBI
GENE ID:2835,GPR12,GPCR21,protein-coding,HGNC:4466,ENSG00000132975,NCBI
GENE ID:2532,ACKR1,GPD,protein-coding,HGNC:4035,ENSG00000213088,NCBI
GENE ID:2995,GYPC,GPD,protein-coding,HGNC:4704,ENSG00000136732,NCBI
GENE ID:653519,GPR89A,GPHR,protein-coding,HGNC:31984,ENSG00000117262,NCBI
GENE ID:51463,GPR89B,GPHR,protein-coding,HGNC:13840,ENSG00000188092,NCBI
GENE ID:2812,GP1BB,GPIBB,protein-coding,HGNC:4440,ENSG00000203618,NCBI
GENE ID:948,CD36,GPIV,protein-coding,HGNC:1663,ENSG00000135218,NCBI
GENE ID:51206,GP6,GPIV,protein-coding,HGNC:14388,ENSG00000088053,NCBI
GENE ID:100526833,SEPT5-GP1BB,GPIbB,ncRNA,,ENSG00000284874,NCBI
GENE ID:221391,OPN5,GPR136,protein-coding,HGNC:19992,ENSG00000124818,NCBI
GENE ID:143503,OR51E1,GPR136,protein-coding,HGNC:15194,ENSG00000180785,NCBI
GENE ID:9287,TAAR2,GPR58,protein-coding,HGNC:4514,ENSG00000146378,NCBI
GENE ID:9288,TAAR3P,GPR58,pseudo,HGNC:4513,ENSG00000179073,NCBI
GENE ID:51463,GPR89B,GPR89,protein-coding,HGNC:13840,ENSG00000188092,NCBI
GENE ID:653519,GPR89A,GPR89,protein-coding,HGNC:31984,ENSG00000117262,NCBI
GENE ID:131890,GRK7,GPRK7,protein-coding,HGNC:17031,ENSG00000114124,NCBI
GENE ID:2872,MKNK2,GPRK7,protein-coding,HGNC:7111,ENSG00000099875,NCBI
GENE ID:441481,GPX1P1,GPXL1,pseudo,HGNC:4560,,NCBI
GENE ID:2884,GPX1P2,GPXL1,pseudo,HGNC:4561,,NCBI
GENE ID:2884,GPX1P2,GPXL2,pseudo,HGNC:4561,,NCBI
GENE ID:441481,GPX1P1,GPXL2,pseudo,HGNC:4560,,NCBI
GENE ID:2936,GSR,GR,protein-coding,HGNC:4623,ENSG00000104687,NCBI
GENE ID:2908,NR3C1,GR,protein-coding,HGNC:7978,ENSG00000113580,NCBI
GENE ID:2834,PRLHR,GR3,protein-coding,HGNC:4464,ENSG00000119973,NCBI
GENE ID:10507,SEMA4D,GR3,protein-coding,HGNC:10732,ENSG00000187764,NCBI
GENE ID:5924,RASGRF2,GRF2,protein-coding,HGNC:9876,ENSG00000113319,NCBI
GENE ID:2889,RAPGEF1,GRF2,protein-coding,HGNC:4568,ENSG00000107263,NCBI
GENE ID:81488,POLR2M,GRINL1A,protein-coding,HGNC:14862,ENSG00000255529,NCBI
GENE ID:145781,GCOM1,GRINL1A,protein-coding,HGNC:26424,ENSG00000137878,NCBI
GENE ID:10499,NCOA2,GRIP1,protein-coding,HGNC:7669,ENSG00000140396,NCBI
GENE ID:85329,LGALS12,GRIP1,protein-coding,HGNC:15788,ENSG00000133317,NCBI
GENE ID:23493,HEY2,GRL,protein-coding,HGNC:4881,ENSG00000135547,NCBI
GENE ID:2908,NR3C1,GRL,protein-coding,HGNC:7978,ENSG00000113580,NCBI
GENE ID:54802,TRIT1,GRO1,protein-coding,HGNC:20286,ENSG00000043514,NCBI
GENE ID:2919,CXCL1,GRO1,protein-coding,HGNC:4602,ENSG00000163739,NCBI
GENE ID:221044,UCMA,GRP,protein-coding,HGNC:25205,ENSG00000165623,NCBI
GENE ID:29094,LGALSL,GRP,protein-coding,HGNC:25012,ENSG00000119862,NCBI
GENE ID:25804,LSM4,GRP,protein-coding,HGNC:17259,ENSG00000130520,NCBI
GENE ID:29118,DDX25,GRTH,protein-coding,HGNC:18698,ENSG00000109832,NCBI
GENE ID:7068,THRB,GRTH,protein-coding,HGNC:11799,ENSG00000151090,NCBI
GENE ID:324,APC,GS,protein-coding,HGNC:583,ENSG00000134982,NCBI
GENE ID:2752,GLUL,GS,protein-coding,HGNC:4341,ENSG00000135821,NCBI
GENE ID:4644,MYO5A,GS1,protein-coding,HGNC:7602,ENSG00000197535,NCBI
GENE ID:8226,PUDP,GS1,protein-coding,HGNC:16818,ENSG00000130021,NCBI
GENE ID:5873,RAB27A,GS2,protein-coding,HGNC:9766,ENSG00000069974,NCBI
GENE ID:8228,PNPLA4,GS2,protein-coding,HGNC:24887,ENSG00000006757,NCBI
GENE ID:285051,STPG4,GSE,protein-coding,HGNC:26850,ENSG00000239605,NCBI
GENE ID:1493,CTLA4,GSE,protein-coding,HGNC:2505,ENSG00000163599,NCBI
GENE ID:133482,SLCO6A1,GST,protein-coding,HGNC:23613,ENSG00000205359,NCBI
GENE ID:373156,GSTK1,GST,protein-coding,HGNC:16906,ENSG00000197448,NCBI
GENE ID:2935,GSPT1,GST1,protein-coding,HGNC:4621,ENSG00000103342,NCBI
GENE ID:2944,GSTM1,GST1,protein-coding,HGNC:4632,ENSG00000134184,NCBI
GENE ID:2938,GSTA1,GST2,protein-coding,HGNC:4626,ENSG00000243955,NCBI
GENE ID:4258,MGST2,GST2,protein-coding,HGNC:7063,ENSG00000085871,NCBI
GENE ID:23708,GSPT2,GST2,protein-coding,HGNC:4622,ENSG00000189369,NCBI
GENE ID:9435,CHST2,GST2,protein-coding,HGNC:1970,ENSG00000175040,NCBI
GENE ID:2939,GSTA2,GST2,protein-coding,HGNC:4627,ENSG00000244067,NCBI
GENE ID:10164,CHST4,GST3,protein-coding,HGNC:1972,ENSG00000140835,NCBI
GENE ID:2950,GSTP1,GST3,protein-coding,HGNC:4638,ENSG00000084207,NCBI
GENE ID:647177,GSTA10P,GSTAP2,pseudo,HGNC:49904,,NCBI
GENE ID:730152,GSTA7P,GSTAP2,pseudo,HGNC:4631,,NCBI
GENE ID:3674,ITGA2B,GT,protein-coding,HGNC:6138,ENSG00000005961,NCBI
GENE ID:3690,ITGB3,GT,protein-coding,HGNC:6156,ENSG00000259207,NCBI
GENE ID:2683,B4GALT1,GT1,protein-coding,HGNC:924,ENSG00000086062,NCBI
GENE ID:4635,MYL4,GT1,protein-coding,HGNC:7585,ENSG00000198336,NCBI
GENE ID:3674,ITGA2B,GT1,protein-coding,HGNC:6138,ENSG00000005961,NCBI
GENE ID:7109,TRAPPC10,GT334,protein-coding,HGNC:11868,ENSG00000160218,NCBI
GENE ID:54049,H2AZP1,GT334,pseudo,HGNC:4742,,NCBI
GENE ID:2683,B4GALT1,GTB,protein-coding,HGNC:924,ENSG00000086062,NCBI
GENE ID:28,ABO,GTB,protein-coding,HGNC:79,ENSG00000175164,NCBI
GENE ID:84163,GTF2IRD2,GTF2IRD2A,protein-coding,HGNC:30775,ENSG00000196275,NCBI
GENE ID:389524,GTF2IRD2B,GTF2IRD2A,protein-coding,HGNC:33125,ENSG00000174428,NCBI
GENE ID:883,KYAT1,GTK,protein-coding,HGNC:1564,ENSG00000171097,NCBI
GENE ID:2444,FRK,GTK,protein-coding,HGNC:3955,ENSG00000111816,NCBI
GENE ID:2980,GUCA2A,GUCA2,protein-coding,HGNC:4682,ENSG00000197273,NCBI
GENE ID:2979,GUCA1B,GUCA2,protein-coding,HGNC:4679,ENSG00000112599,NCBI
GENE ID:4883,NPR3,GUCY2B,protein-coding,HGNC:7945,ENSG00000113389,NCBI
GENE ID:4882,NPR2,GUCY2B,protein-coding,HGNC:7944,ENSG00000159899,NCBI
GENE ID:2996,GYPE,GYPA,protein-coding,HGNC:4705,ENSG00000197465,NCBI
GENE ID:2994,GYPB,GYPA,protein-coding,HGNC:4703,ENSG00000250361,NCBI
GENE ID:6482,ST3GAL1,Gal-NAc6S,protein-coding,HGNC:10862,ENSG00000008513,NCBI
GENE ID:6483,ST3GAL2,Gal-NAc6S,protein-coding,HGNC:10863,ENSG00000157350,NCBI
GENE ID:100528030,POC1B-GALNT4,GalNAc-T4,protein-coding,HGNC:42957,ENSG00000259075,NCBI
GENE ID:64409,GALNT17,GalNAc-T5L,protein-coding,HGNC:16347,ENSG00000185274,NCBI
GENE ID:168391,GALNTL5,GalNAc-T5L,protein-coding,HGNC:21725,ENSG00000106648,NCBI
GENE ID:145781,GCOM1,Gcom2,protein-coding,HGNC:26424,ENSG00000137878,NCBI
GENE ID:5047,PAEP,GdA,protein-coding,HGNC:8573,ENSG00000122133,NCBI
GENE ID:619279,ZNF704,Gig1,protein-coding,HGNC:32291,ENSG00000164684,NCBI
GENE ID:6608,SMO,Gx,protein-coding,HGNC:11119,ENSG00000128602,NCBI
GENE ID:5880,RAC2,Gx,protein-coding,HGNC:9802,ENSG00000128340,NCBI
GENE ID:57110,PLAAT1,H-REV107,protein-coding,HGNC:14922,ENSG00000127252,NCBI
GENE ID:11145,PLAAT3,H-REV107,protein-coding,HGNC:17825,ENSG00000176485,NCBI
GENE ID:51351,ZNF117,H-plk,protein-coding,HGNC:12897,ENSG00000152926,NCBI
GENE ID:6013,RLN1,H1,protein-coding,HGNC:10026,ENSG00000107018,NCBI
GENE ID:3009,H1-5,H1,protein-coding,HGNC:4719,ENSG00000184357,NCBI
GENE ID:11311,VPS45,H1,protein-coding,HGNC:14579,ENSG00000136631,NCBI
GENE ID:25932,CLIC4,H1,protein-coding,HGNC:13518,ENSG00000169504,NCBI
GENE ID:85495,RPPH1,H1RNA,ncRNA,HGNC:19273,ENSG00000277209,NCBI
GENE ID:246243,RNASEH1,H1RNA,protein-coding,HGNC:18466,ENSG00000171865,NCBI
GENE ID:7277,TUBA4A,H2-ALPHA,protein-coding,HGNC:12407,ENSG00000127824,NCBI
GENE ID:113457,TUBA3D,H2-ALPHA,protein-coding,HGNC:24071,ENSG00000075886,NCBI
GENE ID:8337,H2AC18,H2A,protein-coding,HGNC:4736,ENSG00000288825,NCBI
GENE ID:8338,H2AC20,H2A,protein-coding,HGNC:4738,ENSG00000184260,NCBI
GENE ID:8330,H2AC15,H2A.1,protein-coding,HGNC:4726,ENSG00000275221,NCBI
GENE ID:8336,H2AC17,H2A.1,protein-coding,HGNC:4735,ENSG00000278677,NCBI
GENE ID:3012,H2AC8,H2A.1,protein-coding,HGNC:4724,ENSG00000277075,NCBI
GENE ID:3012,H2AC8,H2A.2,protein-coding,HGNC:4724,ENSG00000277075,NCBI
GENE ID:8337,H2AC18,H2A.2,protein-coding,HGNC:4736,ENSG00000288825,NCBI
GENE ID:474381,H2AB2,H2A.B.1,protein-coding,HGNC:18298,ENSG00000277858,NCBI
GENE ID:83740,H2AB3,H2A.B.1,protein-coding,HGNC:14455,ENSG00000277745,NCBI
GENE ID:474381,H2AB2,H2A.Bbd,protein-coding,HGNC:18298,ENSG00000277858,NCBI
GENE ID:474382,H2AB1,H2A.Bbd,protein-coding,HGNC:22516,ENSG00000274183,NCBI
GENE ID:8337,H2AC18,H2A/q,protein-coding,HGNC:4736,ENSG00000288825,NCBI
GENE ID:8338,H2AC20,H2A/q,protein-coding,HGNC:4738,ENSG00000184260,NCBI
GENE ID:8330,H2AC15,H2AC11,protein-coding,HGNC:4726,ENSG00000275221,NCBI
GENE ID:8332,H2AC16,H2AC11,protein-coding,HGNC:4730,ENSG00000276903,NCBI
GENE ID:8329,H2AC13,H2AC11,protein-coding,HGNC:4725,ENSG00000196747,NCBI
GENE ID:8336,H2AC17,H2AC11,protein-coding,HGNC:4735,ENSG00000278677,NCBI
GENE ID:8330,H2AC15,H2AC13,protein-coding,HGNC:4726,ENSG00000275221,NCBI
GENE ID:8336,H2AC17,H2AC13,protein-coding,HGNC:4735,ENSG00000278677,NCBI
GENE ID:8332,H2AC16,H2AC13,protein-coding,HGNC:4730,ENSG00000276903,NCBI
GENE ID:8969,H2AC11,H2AC13,protein-coding,HGNC:4737,ENSG00000196787,NCBI
GENE ID:8332,H2AC16,H2AC15,protein-coding,HGNC:4730,ENSG00000276903,NCBI
GENE ID:8336,H2AC17,H2AC15,protein-coding,HGNC:4735,ENSG00000278677,NCBI
GENE ID:8329,H2AC13,H2AC15,protein-coding,HGNC:4725,ENSG00000196747,NCBI
GENE ID:8969,H2AC11,H2AC15,protein-coding,HGNC:4737,ENSG00000196787,NCBI
GENE ID:8330,H2AC15,H2AC16,protein-coding,HGNC:4726,ENSG00000275221,NCBI
GENE ID:8336,H2AC17,H2AC16,protein-coding,HGNC:4735,ENSG00000278677,NCBI
GENE ID:8969,H2AC11,H2AC16,protein-coding,HGNC:4737,ENSG00000196787,NCBI
GENE ID:8329,H2AC13,H2AC16,protein-coding,HGNC:4725,ENSG00000196747,NCBI
GENE ID:8330,H2AC15,H2AC17,protein-coding,HGNC:4726,ENSG00000275221,NCBI
GENE ID:8332,H2AC16,H2AC17,protein-coding,HGNC:4730,ENSG00000276903,NCBI
GENE ID:8969,H2AC11,H2AC17,protein-coding,HGNC:4737,ENSG00000196787,NCBI
GENE ID:8329,H2AC13,H2AC17,protein-coding,HGNC:4725,ENSG00000196747,NCBI
GENE ID:8347,H2BC4,H2B.1,protein-coding,HGNC:4757,ENSG00000180596,NCBI
GENE ID:3018,H2BC3,H2B.1,protein-coding,HGNC:4751,ENSG00000276410,NCBI
GENE ID:8349,H2BC21,H2B.1,protein-coding,HGNC:4760,ENSG00000184678,NCBI
GENE ID:85236,H2BC12,H2B/S,protein-coding,HGNC:13954,ENSG00000197903,NCBI
GENE ID:8339,H2BC8,H2B/a,protein-coding,HGNC:4746,ENSG00000273802,NCBI
GENE ID:3017,H2BC5,H2B/a,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:8343,H2BC7,H2B/g,protein-coding,HGNC:4752,ENSG00000277224,NCBI
GENE ID:3017,H2BC5,H2B/g,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:3017,H2BC5,H2B/h,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:8344,H2BC6,H2B/h,protein-coding,HGNC:4753,ENSG00000274290,NCBI
GENE ID:3017,H2BC5,H2B/k,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:8346,H2BC10,H2B/k,protein-coding,HGNC:4756,ENSG00000278588,NCBI
GENE ID:3017,H2BC5,H2B/l,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:8347,H2BC4,H2B/l,protein-coding,HGNC:4757,ENSG00000180596,NCBI
GENE ID:337874,H2BC19P,H2B/s,pseudo,HGNC:20517,ENSG00000220323,NCBI
GENE ID:54145,H2BC12L,H2B/s,protein-coding,HGNC:4762,ENSG00000234289,NCBI
GENE ID:286436,H2BW2,H2B/s,protein-coding,HGNC:27867,ENSG00000101812,NCBI
GENE ID:8344,H2BC6,H2BC10,protein-coding,HGNC:4753,ENSG00000274290,NCBI
GENE ID:8343,H2BC7,H2BC10,protein-coding,HGNC:4752,ENSG00000277224,NCBI
GENE ID:8347,H2BC4,H2BC10,protein-coding,HGNC:4757,ENSG00000180596,NCBI
GENE ID:8339,H2BC8,H2BC10,protein-coding,HGNC:4746,ENSG00000273802,NCBI
GENE ID:8344,H2BC6,H2BC4,protein-coding,HGNC:4753,ENSG00000274290,NCBI
GENE ID:8339,H2BC8,H2BC4,protein-coding,HGNC:4746,ENSG00000273802,NCBI
GENE ID:8346,H2BC10,H2BC4,protein-coding,HGNC:4756,ENSG00000278588,NCBI
GENE ID:8343,H2BC7,H2BC4,protein-coding,HGNC:4752,ENSG00000277224,NCBI
GENE ID:8346,H2BC10,H2BC6,protein-coding,HGNC:4756,ENSG00000278588,NCBI
GENE ID:8343,H2BC7,H2BC6,protein-coding,HGNC:4752,ENSG00000277224,NCBI
GENE ID:8347,H2BC4,H2BC6,protein-coding,HGNC:4757,ENSG00000180596,NCBI
GENE ID:8339,H2BC8,H2BC6,protein-coding,HGNC:4746,ENSG00000273802,NCBI
GENE ID:8347,H2BC4,H2BC7,protein-coding,HGNC:4757,ENSG00000180596,NCBI
GENE ID:8346,H2BC10,H2BC7,protein-coding,HGNC:4756,ENSG00000278588,NCBI
GENE ID:8344,H2BC6,H2BC7,protein-coding,HGNC:4753,ENSG00000274290,NCBI
GENE ID:8339,H2BC8,H2BC7,protein-coding,HGNC:4746,ENSG00000273802,NCBI
GENE ID:8343,H2BC7,H2BC8,protein-coding,HGNC:4752,ENSG00000277224,NCBI
GENE ID:8346,H2BC10,H2BC8,protein-coding,HGNC:4756,ENSG00000278588,NCBI
GENE ID:8347,H2BC4,H2BC8,protein-coding,HGNC:4757,ENSG00000180596,NCBI
GENE ID:8344,H2BC6,H2BC8,protein-coding,HGNC:4753,ENSG00000274290,NCBI
GENE ID:3017,H2BC5,H2BFA,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:8339,H2BC8,H2BFA,protein-coding,HGNC:4746,ENSG00000273802,NCBI
GENE ID:3017,H2BC5,H2BFG,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:8343,H2BC7,H2BFG,protein-coding,HGNC:4752,ENSG00000277224,NCBI
GENE ID:8344,H2BC6,H2BFH,protein-coding,HGNC:4753,ENSG00000274290,NCBI
GENE ID:3017,H2BC5,H2BFH,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:3017,H2BC5,H2BFK,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:8346,H2BC10,H2BFK,protein-coding,HGNC:4756,ENSG00000278588,NCBI
GENE ID:8347,H2BC4,H2BFL,protein-coding,HGNC:4757,ENSG00000180596,NCBI
GENE ID:3017,H2BC5,H2BFL,protein-coding,HGNC:4747,ENSG00000158373,NCBI
GENE ID:126961,H3C14,H3,protein-coding,HGNC:20503,ENSG00000203811,NCBI
GENE ID:117579,RLN3,H3,protein-coding,HGNC:17135,ENSG00000171136,NCBI
GENE ID:8353,H3C6,H3.1,protein-coding,HGNC:4769,ENSG00000274750,NCBI
GENE ID:8352,H3C3,H3.1,protein-coding,HGNC:4768,ENSG00000287080,NCBI
GENE ID:8352,H3C3,H3C1,protein-coding,HGNC:4768,ENSG00000287080,NCBI
GENE ID:8353,H3C6,H3C1,protein-coding,HGNC:4769,ENSG00000274750,NCBI
GENE ID:8968,H3C7,H3C1,protein-coding,HGNC:4773,ENSG00000277775,NCBI
GENE ID:8356,H3C12,H3C1,protein-coding,HGNC:4774,ENSG00000197153,NCBI
GENE ID:8354,H3C11,H3C1,protein-coding,HGNC:4771,ENSG00000275379,NCBI
GENE ID:8351,H3C4,H3C1,protein-coding,HGNC:4767,ENSG00000197409,NCBI
GENE ID:8357,H3C10,H3C1,protein-coding,HGNC:4775,ENSG00000278828,NCBI
GENE ID:8355,H3C8,H3C1,protein-coding,HGNC:4772,ENSG00000273983,NCBI
GENE ID:8358,H3C2,H3C1,protein-coding,HGNC:4776,ENSG00000286522,NCBI
GENE ID:8352,H3C3,H3C10,protein-coding,HGNC:4768,ENSG00000287080,NCBI
GENE ID:8350,H3C1,H3C10,protein-coding,HGNC:4766,ENSG00000275714,NCBI
GENE ID:8351,H3C4,H3C10,protein-coding,HGNC:4767,ENSG00000197409,NCBI
GENE ID:8353,H3C6,H3C10,protein-coding,HGNC:4769,ENSG00000274750,NCBI
GENE ID:8356,H3C12,H3C10,protein-coding,HGNC:4774,ENSG00000197153,NCBI
GENE ID:8968,H3C7,H3C10,protein-coding,HGNC:4773,ENSG00000277775,NCBI
GENE ID:8354,H3C11,H3C10,protein-coding,HGNC:4771,ENSG00000275379,NCBI
GENE ID:8355,H3C8,H3C10,protein-coding,HGNC:4772,ENSG00000273983,NCBI
GENE ID:8358,H3C2,H3C10,protein-coding,HGNC:4776,ENSG00000286522,NCBI
GENE ID:8355,H3C8,H3C11,protein-coding,HGNC:4772,ENSG00000273983,NCBI
GENE ID:8351,H3C4,H3C11,protein-coding,HGNC:4767,ENSG00000197409,NCBI
GENE ID:8356,H3C12,H3C11,protein-coding,HGNC:4774,ENSG00000197153,NCBI
GENE ID:8357,H3C10,H3C11,protein-coding,HGNC:4775,ENSG00000278828,NCBI
GENE ID:8350,H3C1,H3C11,protein-coding,HGNC:4766,ENSG00000275714,NCBI
GENE ID:8358,H3C2,H3C11,protein-coding,HGNC:4776,ENSG00000286522,NCBI
GENE ID:8352,H3C3,H3C11,protein-coding,HGNC:4768,ENSG00000287080,NCBI
GENE ID:8968,H3C7,H3C11,protein-coding,HGNC:4773,ENSG00000277775,NCBI
GENE ID:8353,H3C6,H3C11,protein-coding,HGNC:4769,ENSG00000274750,NCBI
GENE ID:8355,H3C8,H3C12,protein-coding,HGNC:4772,ENSG00000273983,NCBI
GENE ID:8351,H3C4,H3C12,protein-coding,HGNC:4767,ENSG00000197409,NCBI
GENE ID:8354,H3C11,H3C12,protein-coding,HGNC:4771,ENSG00000275379,NCBI
GENE ID:8357,H3C10,H3C12,protein-coding,HGNC:4775,ENSG00000278828,NCBI
GENE ID:8358,H3C2,H3C12,protein-coding,HGNC:4776,ENSG00000286522,NCBI
GENE ID:8350,H3C1,H3C12,protein-coding,HGNC:4766,ENSG00000275714,NCBI
GENE ID:8353,H3C6,H3C12,protein-coding,HGNC:4769,ENSG00000274750,NCBI
GENE ID:8352,H3C3,H3C12,protein-coding,HGNC:4768,ENSG00000287080,NCBI
GENE ID:8968,H3C7,H3C12,protein-coding,HGNC:4773,ENSG00000277775,NCBI
GENE ID:126961,H3C14,H3C13,protein-coding,HGNC:20503,ENSG00000203811,NCBI
GENE ID:333932,H3C15,H3C13,protein-coding,HGNC:20505,ENSG00000203852,NCBI
GENE ID:653604,H3C13,H3C14,protein-coding,HGNC:25311,ENSG00000183598,NCBI
GENE ID:333932,H3C15,H3C14,protein-coding,HGNC:20505,ENSG00000203852,NCBI
GENE ID:653604,H3C13,H3C15,protein-coding,HGNC:25311,ENSG00000183598,NCBI
