,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
3601,ENSG00000108784,NAGLU,7632,4669,NAG
508,ENSG00000033867,SLC4A7,11033,9497,NBC3
682,ENSG00000050438,SLC4A8,11034,9498,NBC3
73345,ENSG00000290539,NF1P2,,440225,NF1HHS
54865,ENSG00000270831,NF1P1,7772,,NF1HHS
18062,ENSG00000198805,PNP,7892,4860,NP
32086,ENSG00000230447,CTF2P,33173,,NP
8385,ENSG00000143190,POU2F1,9212,5451,OCT1
13912,ENSG00000175003,SLC22A1,10963,6580,OCT1
472,ENSG00000028277,POU2F2,9213,5452,OCT2
4097,ENSG00000112499,SLC22A2,10966,6582,OCT2
15517,ENSG00000183032,SLC25A21,14411,89874,ODC
4510,ENSG00000115758,ODC1,8109,4953,ODC
39821,ENSG00000242153,OFD1P6Y,13657,,OFD1P2
29044,ENSG00000226611,OFD1P2Y,23874,,OFD1P2
11499,ENSG00000164692,COL1A2,2198,1278,OI4
3610,ENSG00000108821,COL1A1,2197,1277,OI4
46358,ENSG00000255261,OR7E4P,8424,,OR11-11A
14403,ENSG00000177400,OR7E8P,8458,,OR11-11A
4442,ENSG00000115350,POLE4,18755,56655,P12
33083,ENSG00000231712,H3P5,43798,,P12
14002,ENSG00000175482,POLD4,14106,57804,P12
4206,ENSG00000113387,SUB1,19985,10923,P14
11180,ENSG00000163684,RPP14,30327,11102,P14
54914,ENSG00000270915,H3P8,54449,,P14
31808,ENSG00000230111,H3P11,43803,,P17
37975,ENSG00000237888,RPL29P31,35944,,P17
41242,ENSG00000248205,H3P17,54451,,P23
12891,ENSG00000170348,TMED10,16998,10972,P23
9667,ENSG00000152954,NRSN1,17881,140767,P24
55159,ENSG00000271296,H3P19,54453,,P24
13623,ENSG00000173465,ZNRD2,11328,10534,P27
42868,ENSG00000250705,H3P23,54457,,P27
2960,ENSG00000104671,DCTN6,16964,10671,P27
3832,ENSG00000110801,PSMD9,9567,5715,P27
43138,ENSG00000251118,H3P24,54458,,P28
2590,ENSG00000101843,PSMD10,9555,5716,P28
2344,ENSG00000100519,PSMC6,9553,5706,P42
29707,ENSG00000227443,H3P30,54463,,P42
55368,ENSG00000271626,H3P42,54471,,P52
24366,ENSG00000213780,GTF2H4,4658,2968,P52
4742,ENSG00000117461,PIK3R3,8981,8503,P55
17518,ENSG00000197170,PSMD12,9557,5718,P55
29525,ENSG00000227211,H3P45,54473,,P56
2396,ENSG00000100764,PSMC1,9547,5700,P56
42628,ENSG00000250351,H3P20,54454,,P58
3529,ENSG00000108344,PSMD3,9560,5709,P58
32267,ENSG00000230673,PABPC1P3,8560,,PABP3
9530,ENSG00000151846,PABPC3,8556,5042,PABP3
3448,ENSG00000107593,PKD2L1,9011,9033,PCL
539,ENSG00000037280,FLT4,3767,2324,PCL
6596,ENSG00000132297,HHLA1,4904,10086,PLA2L
44531,ENSG00000253117,OC90,8100,729330,PLA2L
7146,ENSG00000135569,TAAR5,30236,9038,PNR
62174,ENSG00000278570,NR2E3,7974,10002,PNR
44898,ENSG00000253548,PYDC2,33512,152138,POP2
5209,ENSG00000121577,POPDC2,17648,64091,POP2
26026,ENSG00000222038,POTEJ,37094,653781,POTE2BETA
17411,ENSG00000196834,POTEI,37093,653269,POTE2BETA
303,ENSG00000011485,PPP5C,9322,5536,PP5
3216,ENSG00000105825,TFPI2,11761,7980,PP5
3609,ENSG00000108819,PPP1R9B,9298,84687,PPP1R6
6702,ENSG00000132825,PPP1R3D,9294,5509,PPP1R6
13107,ENSG00000171227,TMEM37,18216,140738,PR
6960,ENSG00000134551,PRH2,9367,5555,PR
91,ENSG00000005249,PRKAR2B,9392,5577,PRKAR2
4299,ENSG00000114302,PRKAR2A,9391,5576,PRKAR2
8940,ENSG00000146733,PSPH,9577,5723,PSP
4451,ENSG00000115386,REG1A,9951,5967,PSP
5718,ENSG00000125650,PSPN,9579,5623,PSP
7644,ENSG00000138069,RAB1A,9758,5861,RAB1
48287,ENSG00000258818,RNASE4,10047,6038,RAB1
1516,ENSG00000080823,MOK,9833,5891,RAGE
21448,ENSG00000204305,AGER,320,177,RAGE
377,ENSG00000017797,RALBP1,9841,10928,RIP
7487,ENSG00000137275,RIPK1,10019,8737,RIP
13427,ENSG00000172524,TRIM40,18736,135644,RNF35
15620,ENSG00000183439,TRIM61,24339,391712,RNF35
22598,ENSG00000207056,RNU1-8P,48307,,RNU1-8
22214,ENSG00000206588,RNU1-28P,37498,124904613,RNU1-8
7122,ENSG00000135452,TSPAN31,10539,6302,SAS
2036,ENSG00000095380,NANS,19237,54187,SAS
3719,ENSG00000109762,SNX25,21883,83891,SBBI31
895,ENSG00000064652,SNX24,21533,28966,SBBI31
11972,ENSG00000166546,BEAN1,24160,146227,SCA31
11973,ENSG00000166548,TK2,11831,7084,SCA31
7049,ENSG00000135094,SDS,10691,10993,SDH
4698,ENSG00000117118,SDHB,10681,6390,SDH
2825,ENSG00000103363,ELOB,11619,6923,SIII
9848,ENSG00000154582,ELOC,11617,6921,SIII
6611,ENSG00000132376,INPP5K,33882,51763,SKIP
9750,ENSG00000153820,SPHKAP,30619,80309,SKIP
37993,ENSG00000237911,SRP68P3,30428,,SRPSMCR
29896,ENSG00000227689,SRP68P2,30426,,SRPSMCR
52557,ENSG00000266129,SRP68P1,30427,,SRPSMCR
4407,ENSG00000115204,MPV17,7224,4358,SYM1
15695,ENSG00000183691,NOG,7866,9241,SYM1
23454,ENSG00000211797,TRAV17,12113,,TCRAV17S1
23460,ENSG00000211803,TRAV23DV6,12120,,TCRAV17S1
23463,ENSG00000211806,TRAV25,12122,,TCRAV25S1
23470,ENSG00000211814,TRAV35,12134,,TCRAV25S1
23475,ENSG00000211819,TRAV40,12141,,TCRAV31S1
41790,ENSG00000249048,TRAV31,12130,,TCRAV31S1
23408,ENSG00000211721,TRBV6-5,12230,,TCRBV13S1
59621,ENSG00000276405,TRBV13,12188,,TCRBV13S1
58870,ENSG00000275743,TRBV14,12189,,TCRBV14S1
23422,ENSG00000211752,TRBV27,12208,,TCRBV14S1
23420,ENSG00000211750,TRBV24-1,12203,,TCRBV15S1
60154,ENSG00000276819,TRBV15,12190,,TCRBV15S1
28723,ENSG00000226212,TRGV6,12292,,TCRGV5P
30630,ENSG00000228668,TRGV5P,12291,,TCRGV5P
24134,ENSG00000213339,QTRT1,23797,81890,TGT
2565,ENSG00000101557,USP14,12612,9097,TGT
6615,ENSG00000132388,UBE2G1,12482,7326,UBC7
15955,ENSG00000184787,UBE2G2,12483,7327,UBC7
11780,ENSG00000165828,PRAP1,23304,118471,UPA
5350,ENSG00000122861,PLAU,9052,5328,UPA
